image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_000042.jpg,3.164689405821264e-05,0.029890675097703934,0.0010432449635118246,0.0017484173877164721,4.424101280164905e-05,0.0032131806947290897,0.7952673435211182,0.0019463383359834552,3.904037657775916e-05,0.000590819341596216,1.6912676983338315e-06,0.0004890565178357065,0.00017786653188522905,0.0008906903676688671,6.612474680878222e-05,0.0014408311108127236,0.0015844807494431734,0.00016363592294510454,0.00019252722267992795,5.059264367446303e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000043.jpg,2.011150172620546e-05,0.0001407360687153414,0.0002764914243016392,4.1209448681911454e-05,0.04154990613460541,3.1775904062669724e-05,2.0753757780767046e-05,7.123604882508516e-05,0.9999921321868896,5.5112082918640226e-05,0.9999845027923584,0.00034781600697897375,0.00019912274728994817,1.4446825844061095e-05,0.0020598205737769604,0.010049469769001007,4.6345783630385995e-05,0.009511185809969902,6.533068517455831e-05,0.004338106140494347
../data/VOCdevkit/VOC2012\JPEGImages\2008_000050.jpg,0.009364437311887741,0.048577602952718735,0.00014809750427957624,0.0012906078482046723,0.0010819585295394063,0.018977554515004158,0.9974725842475891,0.0006336282822303474,0.00017853803001344204,0.00020494649652391672,9.680659422883764e-05,0.00011184648610651493,0.0006438690470531583,0.05369794741272926,0.03835412114858627,0.00018841351266019046,0.002069170121103525,8.809223800199106e-05,0.0009876131080091,0.0008135181269608438
../data/VOCdevkit/VOC2012\JPEGImages\2008_000051.jpg,3.077568908338435e-05,7.452509453287348e-05,0.00020682909234892577,8.744986553210765e-05,0.9998586177825928,1.1724972864612937e-05,5.6289543863385916e-05,0.00019525982497725636,0.42907312512397766,5.59329564566724e-05,0.531968891620636,0.0003244562540203333,1.0990991540893447e-05,3.5325683711562306e-05,0.9848043918609619,0.01876973733305931,2.1733369067078456e-05,0.0010942233493551612,5.092252649774309e-06,0.020742736756801605
../data/VOCdevkit/VOC2012\JPEGImages\2008_000052.jpg,0.01723463274538517,0.002477441681548953,0.00023902799875941128,0.0009357882663607597,0.00032062732498161495,0.003352199448272586,0.98256516456604,0.00016125739784911275,0.00020863747340627015,0.00015314682968892157,0.00015983631601557136,0.00021740817464888096,0.020598024129867554,0.02884940430521965,0.8688318729400635,0.00023151130881160498,0.0013440088368952274,2.5081015337491408e-05,0.0017657114658504725,2.6226858608424664e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000054.jpg,0.0012250399449840188,4.1954531297960784e-06,0.9999558925628662,0.00026883272221311927,0.0001303153403569013,4.8827459977474064e-05,0.00016987595881801099,1.0171451322094072e-05,0.00043092932901345193,0.00015785596042405814,0.001242533908225596,0.00011663683108054101,0.0006937180878594518,0.0002448453160468489,0.00010887665848713368,2.4330001906491816e-06,0.0032934537157416344,3.3465083106420934e-05,0.0001635342341614887,8.641646127216518e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000056.jpg,2.3429160137311555e-05,2.2648235244560055e-05,7.131815073080361e-05,0.0001844576618168503,9.858610428636894e-05,0.0005452893674373627,4.6740493417019024e-05,0.9998756647109985,2.4410195692325942e-05,2.7323523681843653e-05,2.902619780797977e-05,0.00016785332991275936,6.060218311176868e-06,0.0006246554548852146,0.0002935614320449531,0.0001449903502361849,5.63181602046825e-05,4.43552817159798e-05,7.743903438495181e-07,4.9302325351163745e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000059.jpg,6.6906741267303005e-06,6.588826363440603e-05,0.00017250674136448652,0.00033691280987113714,0.0016093319281935692,4.585857823258266e-05,0.020993376150727272,9.290154412155971e-05,0.0014263787306845188,0.0003440934233367443,2.2336145775625482e-05,0.9999842643737793,0.00011796283797593787,2.106759166053962e-05,0.011137804947793484,0.0005353423184715211,1.7403293895768e-05,0.00058816431555897,5.2233186579542235e-05,0.0009484040201641619
../data/VOCdevkit/VOC2012\JPEGImages\2008_000062.jpg,6.703500548610464e-05,3.098833985859528e-06,1.518190219940152e-05,6.539088644785807e-05,3.687880052893888e-06,0.000298982864478603,3.893218672601506e-05,0.9976045489311218,1.988996700674761e-06,2.8568325433298014e-05,1.1134873147966573e-06,3.662671952042729e-05,3.836986252281349e-06,0.00013769308861810714,0.0002586401242297143,1.7561864297022112e-05,0.0027058222331106663,1.5866429521338432e-06,1.77845606685878e-07,3.56137752532959e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000064.jpg,0.9909436106681824,7.814791752025485e-05,0.0013747290940955281,0.0822676569223404,0.0007777112768962979,0.0002496670640539378,0.0003488439542707056,1.2996973055123817e-05,0.0031414979603141546,0.000397546129534021,0.0029599356930702925,6.887279596412554e-05,0.002490957034751773,0.0014690002426505089,0.7909075021743774,0.00029277600697241724,6.505595229100436e-05,6.420935824280605e-05,0.0007239627884700894,0.0002520756679587066
../data/VOCdevkit/VOC2012\JPEGImages\2008_000067.jpg,3.1627947464585304e-05,0.00017198971181642264,7.608419400639832e-05,0.0017932822229340672,0.005386700388044119,2.7448806577012874e-05,0.0002390090812696144,0.0034009795635938644,0.37617504596710205,1.8159616956836544e-05,0.00997122935950756,0.00016934516315814108,0.00011001999519066885,9.610472261556424e-06,0.9961756467819214,0.050815682858228683,4.614230783772655e-05,0.047432176768779755,2.342880361538846e-05,0.7446327209472656
../data/VOCdevkit/VOC2012\JPEGImages\2008_000073.jpg,9.939367373590358e-06,0.0005172576638869941,0.004514627158641815,0.00011731334234355018,0.001410803059116006,0.00016576447524130344,0.00017388054402545094,0.07075630873441696,0.003737040562555194,0.551176905632019,0.0002037247468251735,0.5058461427688599,0.001028563710860908,0.00015415922098327428,0.0010137158678844571,0.0012530789244920015,0.07329913973808289,0.0062529840506613255,0.00024519432918168604,0.00011307662498438731
../data/VOCdevkit/VOC2012\JPEGImages\2008_000075.jpg,0.0008990911883302033,0.002783890115097165,0.0017658082069829106,0.00046570735867135227,0.0005350227584131062,0.9999125003814697,0.11031580716371536,0.000580672814976424,0.00027040697750635445,0.00016228949243668467,0.00017075453069992363,0.00011463915143394843,0.00011710176477208734,0.002680988283827901,0.14988745748996735,0.00017981698329094797,0.00028808770002797246,6.447319174185395e-05,4.086907938471995e-05,6.673701136605814e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000076.jpg,0.00015800187247805297,0.0001549181033624336,0.0005030971951782703,0.0001256477989954874,0.0002044441207544878,0.00011063765123253688,0.003998468164354563,0.003863405669108033,0.0022340656723827124,0.005568971857428551,0.0003155707672704011,0.008095553144812584,0.9973387122154236,0.00012446487380657345,0.0014586143661290407,0.009750899858772755,0.00016235202201642096,0.0005316479946486652,0.0002160818548873067,0.00017424901307094842
../data/VOCdevkit/VOC2012\JPEGImages\2008_000078.jpg,1.557447831146419e-05,7.432566781062633e-05,1.0331016710551921e-05,0.0004083766252733767,0.00024343816039618105,3.117404048680328e-05,0.002352528739720583,0.0035285416524857283,0.0009382746648043394,0.002675391733646393,1.2202714970044326e-05,0.9954800605773926,0.00012153841089457273,0.0003805496671702713,0.0019032411510124803,0.00010063777153845876,0.00011410682054702193,0.0016189072048291564,2.3297050120163476e-06,0.00030336130294017494
../data/VOCdevkit/VOC2012\JPEGImages\2008_000080.jpg,0.00011220081796636805,0.000308772549033165,0.00023355767189059407,0.00013766907795798033,0.0015429614577442408,0.00019083246297668666,0.00148248381447047,0.0009616113966330886,0.0011977010872215033,0.0008276384905911982,0.0001988252770388499,0.9998886585235596,0.00040234808693639934,0.00016013821004889905,0.0009957217844203115,0.0016549896681681275,0.0006669218419119716,0.00427582859992981,4.8066784074762836e-05,0.005124968942254782
../data/VOCdevkit/VOC2012\JPEGImages\2008_000082.jpg,0.0008683275664225221,0.0006304107373580337,0.0001902008370961994,0.009187411516904831,0.005272055510431528,0.0002859650121536106,0.0056987241841852665,9.836805838858709e-05,0.0011836061021313071,0.00011943640856770799,0.0011374630266800523,0.00015632706345058978,0.015130444429814816,0.9988046884536743,0.9985451698303223,0.0027224284131079912,0.0002299921470694244,0.0002772942534647882,7.732662925263867e-05,0.00044365657959133387
../data/VOCdevkit/VOC2012\JPEGImages\2008_000084.jpg,5.6832850532373413e-05,0.00013261206913739443,0.0032907372806221247,2.8347523766569793e-05,0.0005279821925796568,7.001878111623228e-05,0.0005052347551099956,0.026119042187929153,1.2099870218662545e-05,0.01328712236136198,3.1227722502080724e-05,0.0011639627628028393,8.614468242740259e-06,0.0014472949551418424,2.6550227630650625e-05,0.0007378211594186723,0.5507851839065552,0.0012598459143191576,1.1624678336374927e-05,5.982011498417705e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000090.jpg,3.7742984204669483e-07,0.18521837890148163,0.00030525666079483926,0.0014425505651161075,0.9600539803504944,0.0004636264347936958,0.03319145739078522,0.00014644861221313477,0.15866343677043915,0.0005704695358872414,0.013212242163717747,0.007905847392976284,9.869842324405909e-05,0.015200602822005749,1.0,0.048674773424863815,0.0710863396525383,0.0013008298119530082,6.550510443048552e-05,0.0008878654916770756
../data/VOCdevkit/VOC2012\JPEGImages\2008_000107.jpg,0.00010698954429244623,0.00021542336617130786,0.0018556021386757493,0.0003009538631886244,0.05979182943701744,4.4449116103351116e-05,0.00020391344150993973,0.0014933525817468762,0.6662276387214661,0.00016610386956017464,0.4188363254070282,0.0021860806737095118,9.08968286239542e-05,0.0003049843944609165,0.007351154927164316,0.037630319595336914,6.264469266170636e-05,0.4774329662322998,2.460661380609963e-05,0.6691193580627441
../data/VOCdevkit/VOC2012\JPEGImages\2008_000115.jpg,1.4011420716997236e-05,0.0002153385430574417,0.0002495364169590175,0.0004131715395487845,0.0026883408427238464,0.00012291743769310415,0.00035466940607875586,0.9995891451835632,0.01326932292431593,9.609792323317379e-05,0.0007328894571401179,0.006457790732383728,8.100670129351784e-06,0.0005034188507124782,0.0013654519570991397,0.0013412864645943046,6.830324127804488e-05,0.008083118125796318,1.5120490388653707e-06,0.00010309897334082052
../data/VOCdevkit/VOC2012\JPEGImages\2008_000116.jpg,1.36866792672663e-05,0.00016210916510317475,0.027619192376732826,0.0003892267122864723,0.01109377108514309,4.0726223232923076e-05,2.923853389802389e-05,0.9958719611167908,0.0002502230345271528,4.639327744371258e-05,0.00045633199624717236,0.00126102555077523,3.5349030440556817e-06,0.0005098189576528966,0.00033553768298588693,0.00914802122861147,1.987936229852494e-05,0.017691917717456818,9.703145042294636e-05,0.0004707694170065224
../data/VOCdevkit/VOC2012\JPEGImages\2008_000119.jpg,9.118366142502055e-05,0.0004887881223112345,0.002671614522114396,0.0008564084419049323,0.0010366346687078476,0.00036875990917906165,0.010660127736628056,0.0001874982553999871,0.003505598520860076,0.0004931114381179214,0.0005343770026229322,0.043894462287425995,0.9854646325111389,0.00018437800463289022,0.05042065680027008,0.0005968041368760169,0.0001926689874380827,0.0005448459414765239,0.00023621509899385273,0.00010514463065192103
../data/VOCdevkit/VOC2012\JPEGImages\2008_000120.jpg,0.0009757798979990184,0.0007397889858111739,0.0004035131132695824,0.9892592430114746,0.0003689679142553359,0.003107133787125349,0.0579100102186203,5.349944331101142e-05,0.22248230874538422,0.000268314965069294,0.0019538223277777433,0.0003442407469265163,0.001008752384223044,4.2732470319606364e-05,0.01058242004364729,0.0099550262093544,4.069034548592754e-05,0.0006554904975928366,0.011995053850114346,0.0018541093450039625
../data/VOCdevkit/VOC2012\JPEGImages\2008_000123.jpg,0.0011552255600690842,8.337565668625757e-05,0.9986879229545593,0.0004065498651470989,0.00016681892157066613,0.0004516525659710169,0.0003397502296138555,6.950692477403209e-05,0.00031344336457550526,0.0001954272884177044,0.0002794490137603134,7.180785905802622e-05,0.00015015233657322824,0.00013522454537451267,2.4896948161767796e-05,8.10771161923185e-05,8.064354187808931e-05,1.5291696399799548e-05,1.3894483345211484e-05,0.00010507537808734924
../data/VOCdevkit/VOC2012\JPEGImages\2008_000133.jpg,1.8051578081212938e-05,0.9994094371795654,7.274985546246171e-05,3.467321948846802e-05,0.004756055306643248,0.002471518935635686,0.4829888343811035,0.003189334413036704,0.004383287858217955,6.386481982190162e-05,7.415681466227397e-05,7.206373265944421e-05,0.00020251063688192517,0.0012070236261934042,0.002612187759950757,0.009724264964461327,0.00023732981935609132,9.823392610996962e-05,0.000495535263326019,8.603616879554465e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000134.jpg,0.9650424122810364,1.2875297215941828e-05,0.5169901251792908,0.0005002414691261947,0.00011507680028444156,0.0008064731955528259,0.0004785266355611384,2.268829121021554e-05,0.0001435278682038188,0.0006173094734549522,0.00022529688430950046,0.0009268968715332448,0.0008384505636058748,0.0004999800003133714,0.000821455498225987,0.00012013751256745309,0.0004338702710811049,1.2467870874388609e-05,5.2789073379244655e-05,4.675498348660767e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000138.jpg,5.977733962936327e-06,0.00029482331592589617,0.005913176573812962,0.003073207102715969,0.0008045347058214247,0.0004834924475289881,0.0019973067101091146,0.002914021722972393,0.04153669625520706,0.3397398889064789,0.0008154304814524949,0.013351372443139553,0.008951375260949135,0.002031502313911915,0.8360167741775513,0.028944261372089386,0.002396288327872753,0.0011137574911117554,0.000616303354036063,0.001714586978778243
../data/VOCdevkit/VOC2012\JPEGImages\2008_000140.jpg,0.0025509814731776714,2.6245346816722304e-05,0.0032395750749856234,0.9998089671134949,0.00013911060523241758,0.0013265868183225393,0.007592326495796442,0.000117043724458199,0.0030040417332202196,8.246168727055192e-05,0.00029803317738696933,3.6692796129500493e-05,0.00017171638319268823,0.00016245996812358499,0.011759481392800808,0.0012536370195448399,0.00023427806445397437,3.0911931389709935e-05,0.00014332956925500184,9.018169657792896e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000145.jpg,0.00020333853899501264,0.00035174848744645715,0.00010203738929703832,3.5149634641129524e-05,0.13128377497196198,0.00031619417131878436,0.0002703203645069152,0.000547996663954109,0.007870340719819069,9.374599176226184e-05,0.0034794751554727554,1.785613494575955e-05,5.8931847888743505e-05,0.005426187068223953,0.01281276810914278,0.0004775601555593312,0.0006944017368368804,5.9828216762980446e-05,1.1038354386982974e-05,0.995140552520752
../data/VOCdevkit/VOC2012\JPEGImages\2008_000149.jpg,7.655884473933838e-06,9.862230945145711e-05,0.00023039027291815728,0.00019123117090202868,0.0016173174371942878,2.4041111828410067e-05,3.566464874893427e-05,0.0015052725793793797,0.8338689208030701,0.00012158187746535987,0.002917334670200944,0.0005768527626059949,1.2007702025584877e-05,2.740614399954211e-05,0.000297066115308553,0.9710345268249512,1.769325535860844e-05,0.9998214840888977,2.90922343992861e-05,0.370523065328598
../data/VOCdevkit/VOC2012\JPEGImages\2008_000163.jpg,8.208634972106665e-05,0.00652387784793973,0.0002657015575096011,0.0005434600752778351,0.0003913355467375368,0.002288548042997718,0.9990291595458984,0.0048311129212379456,0.00018966478819493204,6.285376730374992e-05,0.0001281121076317504,0.0012336757499724627,2.4185153961298056e-05,0.000387751089874655,0.01521241944283247,0.000872987846378237,0.0005387940909713507,0.0006388080073520541,8.080465340754017e-05,0.00015054874529596418
../data/VOCdevkit/VOC2012\JPEGImages\2008_000174.jpg,0.23181305825710297,0.0001945987023646012,0.00022505791275762022,0.0036085837054997683,0.0012214838061481714,0.00040037668077275157,0.9996764659881592,0.00020705442875623703,0.00022397408611141145,3.9694306906312704e-05,4.905844616587274e-05,0.00015953072579577565,8.089030598057434e-05,0.01426349114626646,0.0005988340126350522,7.376417488558218e-05,7.098507921909913e-05,5.6262924772454426e-05,8.190151856979355e-05,0.003572578076273203
../data/VOCdevkit/VOC2012\JPEGImages\2008_000177.jpg,1.976469502551481e-05,1.9433520719758235e-05,0.004767539910972118,0.0001916343899210915,1.389049521094421e-05,0.00018309193546883762,0.0003505847998894751,0.00017583693261258304,5.365526885725558e-05,0.27486658096313477,2.5996969270636328e-05,0.00023312140547204763,0.9950535893440247,0.00034833746030926704,0.00016330595826730132,0.00011905172868864611,0.0010622147237882018,1.6489086192450486e-05,1.9172219253960066e-05,1.5667974366806448e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000182.jpg,0.00033980674925260246,0.00010589617158984765,0.0008425881387665868,0.0013984452234581113,0.057602476328611374,0.00020015216432511806,0.0005443650297820568,0.874028205871582,0.004300692584365606,0.00023448946012649685,0.0026236397679895163,0.003938647918403149,0.00037572020664811134,0.0006971070542931557,0.008502707816660404,0.0024640383198857307,0.0371227040886879,0.0031737687531858683,9.303638944402337e-05,0.0019125556573271751
../data/VOCdevkit/VOC2012\JPEGImages\2008_000183.jpg,3.065123382839374e-05,0.00028466610820032656,0.0006099856691434979,0.00024177966406568885,0.0023855213075876236,5.24483184562996e-05,0.00020028543076477945,0.004835714120417833,0.00014928578457329422,0.0005285050719976425,7.316980918403715e-05,0.9984816908836365,0.00047386225196532905,0.0005404783878475428,0.0015974803827703,0.0004899785853922367,0.0005623080651275814,0.0004796651774086058,3.7898826121818274e-05,0.00015171674021985382
../data/VOCdevkit/VOC2012\JPEGImages\2008_000190.jpg,0.0015300617087632418,0.006722722202539444,0.012203268706798553,0.02634781412780285,0.0017790307756513357,0.011880015023052692,0.013093002140522003,0.0008384786196984351,0.0033392184413969517,0.0034346356987953186,0.0010858145542442799,0.0004441406927071512,0.01182476058602333,0.0036830292083323,0.04992690309882164,0.007325336802750826,0.0017977195093408227,0.000594903074670583,0.37365949153900146,0.00013168601435609162
../data/VOCdevkit/VOC2012\JPEGImages\2008_000194.jpg,0.0003735241771209985,0.9979677796363831,5.446530849440023e-05,0.00032002845546230674,0.005287720821797848,0.020673422142863274,0.090800441801548,0.000182496543857269,0.042168743908405304,4.4458574848249555e-05,0.0029593713115900755,0.0007069355924613774,0.0002244338975287974,0.0001703763846307993,0.9960816502571106,0.044119901955127716,0.00015788531163707376,0.013974128291010857,0.0007358750444836915,0.004630752839148045
../data/VOCdevkit/VOC2012\JPEGImages\2008_000195.jpg,4.75386423204327e-06,0.0013899151235818863,0.01676284149289131,0.18315953016281128,0.0012285782722756267,8.904380956664681e-05,7.84858493716456e-05,1.1745531992346514e-05,0.0003633495944086462,0.002147512976080179,0.00019904739747289568,0.00803713221102953,0.0003533196577336639,0.0009624972590245306,0.9999903440475464,0.00020220945589244366,0.0025246667210012674,0.00026208587223663926,3.276679490227252e-05,0.000171986102941446
../data/VOCdevkit/VOC2012\JPEGImages\2008_000203.jpg,4.7250949137378484e-05,0.0007899751653894782,0.0018639375921338797,0.0010767816565930843,0.00016384061018470675,0.0014313460560515523,0.04381699860095978,0.000198416382772848,0.0001693049562163651,0.024676421657204628,0.00015584469656459987,0.001278953510336578,0.004683549050241709,0.9722027778625488,0.995405912399292,4.911152791464701e-05,0.0016572113381698728,4.297804844100028e-05,0.0017674604896456003,2.2383357645594515e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000204.jpg,9.935538400895894e-06,0.006247733253985643,0.006009714212268591,0.0034130546264350414,0.014804987236857414,0.00048774018068797886,0.026832617819309235,0.0005521412822417915,0.04104030504822731,0.0003394934756215662,0.00036896756500937045,0.048439234495162964,0.00022432650439441204,0.0003329732280690223,0.9989331364631653,0.012166347354650497,0.004259019158780575,0.034680597484111786,0.0014673712430521846,0.025735199451446533
../data/VOCdevkit/VOC2012\JPEGImages\2008_000213.jpg,1.0281793947797269e-05,0.000815055682323873,2.166134254366625e-05,9.149843208433595e-06,0.1323026418685913,5.4346757679013535e-05,0.002411893103271723,0.0011965322773903608,0.007489986717700958,1.9469600374577567e-05,4.337128848419525e-05,0.00011585060565266758,1.4829058272880502e-05,0.0006343726417981088,0.9836073517799377,7.97996181063354e-05,7.708043995080516e-05,0.0001181946718133986,7.126723357941955e-05,0.3695316016674042
../data/VOCdevkit/VOC2012\JPEGImages\2008_000215.jpg,7.432885468006134e-05,2.256706284242682e-05,0.0013011612463742495,0.00024615798611193895,0.00262498133815825,1.5808696844032966e-05,3.087330696871504e-05,7.35938738216646e-05,0.002639146288856864,0.0005784194217994809,0.026072803884744644,2.4117049179039896e-05,9.855786629486829e-06,0.0004720890719909221,0.9999934434890747,0.004060264676809311,0.001190112205222249,0.005254201125353575,2.4402024791925214e-05,0.004201218020170927
../data/VOCdevkit/VOC2012\JPEGImages\2008_000219.jpg,2.1191815903875977e-05,3.577843017410487e-05,0.00022009540407452732,1.5697376511525363e-05,0.0003695950726978481,5.317249087966047e-05,0.007462391629815102,0.00024787700385786593,0.00016480610065627843,0.0007855191943235695,5.9383834013715386e-05,0.00025616097263991833,0.999940037727356,0.00010471309360582381,0.005355183035135269,0.0005734395235776901,0.051464229822158813,8.533958316547796e-05,5.3488114645006135e-05,3.106557414866984e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000222.jpg,6.598358595510945e-05,1.674980012467131e-05,5.842972677783109e-05,1.1624634680629242e-05,0.0034679786767810583,2.192198189732153e-05,5.9523823438212276e-05,0.9644085764884949,0.0008291074773296714,1.2803093341062777e-05,5.93483928241767e-05,0.010548966005444527,1.847293970058672e-05,2.1293290046742186e-05,0.9703367948532104,5.037190567236394e-05,0.00012843245349358767,0.0002557695552241057,4.751371420752548e-07,0.0010656152153387666
../data/VOCdevkit/VOC2012\JPEGImages\2008_000223.jpg,0.011409880593419075,0.0018861251883208752,0.00047693168744444847,0.011995443142950535,0.0013097671326249838,0.000651039881631732,0.003065486904233694,0.0004705098981503397,0.03446732088923454,0.00011438615911174566,0.011752174235880375,0.00036866485606878996,0.0014966839225962758,0.00014184620522428304,0.9917627573013306,0.0031147359404712915,0.00013245119771454483,0.0007188078598119318,0.002424743492156267,0.003675813088193536
../data/VOCdevkit/VOC2012\JPEGImages\2008_000233.jpg,0.0003743255219887942,0.016573674976825714,0.000587255519349128,0.0010259906994178891,0.0021912541706115007,0.001085112919099629,0.03615147992968559,0.002176661044359207,0.0001896935427794233,0.0005548621411435306,0.0003035597619600594,0.0007517804624512792,0.0021851614583283663,0.0020957503002136946,0.9984477758407593,0.007002283353358507,0.010791579261422157,0.0004863497451879084,0.00040812286897562444,0.00021219326299615204
../data/VOCdevkit/VOC2012\JPEGImages\2008_000234.jpg,1.326117489952594e-05,5.318695184541866e-05,0.0002720620250329375,8.129365596687421e-05,0.4657835364341736,1.8922566596302204e-05,0.0003231960581615567,0.0004903366789221764,0.012946514412760735,0.0004343105829320848,0.08698099851608276,0.00033523503225296736,2.0361805582069792e-05,7.354195258812979e-05,0.9999711513519287,0.021441899240016937,6.377523095579818e-05,0.016394149512052536,1.7570273485034704e-05,0.022562649101018906
