image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_000062.jpg,['cat'],0.0007852815906517207,8.875583444023505e-05,5.26355070178397e-05,6.238347395992605e-06,3.0211691409931518e-05,5.255089490674436e-05,0.00022151120356284082,0.9992616772651672,2.235150896012783e-05,1.3756268344877753e-05,7.740545697743073e-06,2.9791490305797197e-05,2.6104688004124913e-05,3.174473749822937e-05,5.470053292810917e-05,1.108503420255147e-05,0.0005155911785550416,5.012162546336184e-06,1.3942648138254299e-06,1.7653495888225734e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000064.jpg,['aeroplane'],0.9977484345436096,0.0002585851470939815,8.166645420715213e-05,0.010323605500161648,0.00044492312008515,0.0001863435318227857,0.004307162016630173,8.804751814750489e-06,0.0007278335979208349,0.00032361291232518846,0.0006876076804473996,9.419366688234732e-05,0.00789057370275259,0.0009984823409467936,0.19446814060211184,0.00028616792405955493,7.6151336543262e-05,0.0003952947445213794,0.0004464457451831549,0.0004263102600816637
../data/VOCdevkit/VOC2012\JPEGImages\2008_000067.jpg,"['chair', 'person']",5.454556230688468e-05,0.0002973880036734045,0.00016322794544976205,0.0016687981551513074,0.010629900731146336,0.00015828537289053204,0.0013812219258397818,0.007404173724353314,0.7389138340950012,0.0002003350673476234,0.007581893354654312,0.00020391441648826003,0.00013330340152606368,2.532414691813756e-05,0.9689781069755554,0.013505574315786362,5.668989979312755e-05,0.1573702096939087,0.00023539134417660532,0.07877272367477417
../data/VOCdevkit/VOC2012\JPEGImages\2008_000073.jpg,['cow'],6.154498987598345e-05,0.0012038855347782373,0.008203309029340744,0.0001296174741582945,0.004692635964602232,0.00011737712338799612,0.00025080222985707223,0.0843132808804512,0.0013557031052187085,0.4192831516265869,0.0006978655583225192,0.04082847386598587,0.0014798222109675407,0.00029885605908930296,0.0002893136406783014,0.0017786658136174085,0.02365655638277531,0.004290360491722822,0.0007680202834308147,6.165666127344593e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000075.jpg,['bus'],0.0016338643617928028,0.013764414936304092,0.0017396301263943315,0.00035236839903518563,0.0002879429666791111,0.9997320771217346,0.03203623369336128,0.00025508084218017757,1.9406721548875797e-05,0.00026575021911412483,6.764370482414961e-05,8.250935206888244e-05,0.00013756842236034572,0.002996103139594197,0.08165474236011505,0.00012440116552170366,0.0005733127472922206,4.098343561054208e-05,0.0005214747507125138,6.061370368115604e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000076.jpg,['horse'],0.0001260744611499831,0.00018765208369586617,0.0009923824109137056,0.0003990217228420079,0.0006343884160742164,0.00012469664216041565,0.0012168578105047345,0.004124624188989401,0.002088200766593218,0.0006813580403104423,0.000852375291287899,0.02355737611651421,0.9910095930099488,0.00020413892343640327,0.002261456102132797,0.01729079894721508,7.660318806301802e-05,0.0018802814884111285,0.0016421049367636444,0.0003344752767588943
../data/VOCdevkit/VOC2012\JPEGImages\2008_000078.jpg,['dog'],9.503526598564347e-06,0.0005918414681218566,7.191025815700414e-06,0.0003407834155950696,0.0023144399747252464,3.1414045224664726e-05,0.0014838135102763774,0.0014928820310160518,0.0009458493441343306,0.0018745441921055321,1.6393378245993514e-05,0.992569863796234,1.4700644896947782e-05,0.00017555650265421718,0.0017990864580497143,0.0003532691625878215,6.827575998613611e-05,0.0003323896671645344,3.439897045609541e-05,0.0002689276007004082
../data/VOCdevkit/VOC2012\JPEGImages\2008_000080.jpg,['dog'],3.7924317439319566e-05,0.0005885235732421278,0.0005454159108921884,0.0003992060665041208,0.0006867236224934459,0.00016394843987654895,0.0020334823057055478,0.0022473533172160387,0.00044150976464152336,0.00011453600745880976,9.6860239864327e-05,0.996917724609375,0.00015125206846278158,0.00027042502188123757,0.0008482852135784924,0.0004672424984164536,0.0005879538948647678,0.004934265743941069,0.00013543255045078698,0.0019421966280788183
../data/VOCdevkit/VOC2012\JPEGImages\2008_000082.jpg,"['boat', 'motorbike', 'person']",0.004727743100374937,0.0038596435915678744,0.00014279427705332637,0.01177515648305416,0.0006944282213225961,0.0007685112068429589,0.002719475654885173,4.876143430010416e-05,0.0002802350209094584,0.00013510455028153956,0.00019451207481324675,8.621035522082819e-05,0.004435152281075716,0.9528326392173768,0.8384829759597778,0.0001974006008822471,0.0012422334402799606,0.00012686289846897125,0.00027243889053352177,0.00026770299882628024
../data/VOCdevkit/VOC2012\JPEGImages\2008_000084.jpg,['sheep'],0.0006192785804159938,0.0011293982388451695,0.03543917089700699,0.0002721221826504916,0.00032325924257747834,0.00018933086539618668,0.012983120046555996,0.0004504240059759468,5.575748946284875e-05,0.09935519099235536,0.00011972226639045402,7.720129360677674e-05,9.309815504821016e-05,0.0022927576210349803,0.00030858951504342263,0.003542291466146708,0.5989941954612732,0.0012066925410181286,0.0006272735772654414,0.00010542926611378788
../data/VOCdevkit/VOC2012\JPEGImages\2008_000090.jpg,"['bicycle', 'person']",1.390037596138427e-06,0.36777132749557495,0.0022420689929276705,0.0022212076000869274,0.6800861358642578,0.0009433680679649117,0.044709712266922004,0.00022662896662950518,0.020841861143708233,0.0007882997742854059,0.0027129368390887976,0.0010638153180480003,0.0003636174369603396,0.02529100328683853,1.0,0.010902358219027521,0.026511717587709427,7.400161121040584e-05,9.228383714798838e-05,7.862780330469832e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000107.jpg,['chair'],0.00016365030023735017,0.0005519912228919567,0.0008290158002637327,0.0002714363217819482,0.0397004671394825,0.00020601978758350012,0.0004905355744995177,0.007129663135856391,0.5350549221038818,0.000221124806557782,0.008923381567001345,0.00974216964095831,0.00012463066377677023,0.000333398551447317,0.0044208336621522895,0.05497674271464348,9.17153447517194e-05,0.7832409143447876,8.94309050636366e-05,0.9044512510299684
../data/VOCdevkit/VOC2012\JPEGImages\2008_000115.jpg,"['cat', 'chair']",4.2710431443993e-05,0.000691938039381057,0.0004053307056892663,0.0007838820456527174,0.01635582372546196,0.00015329745656345042,0.000422026845626533,0.9863982796669006,0.001255729584954679,2.958323420898523e-05,0.00021608061797451228,0.044491011649370193,1.0936757462332023e-05,0.0001048043923219666,0.0034173829481005673,0.0007171052275225519,0.00023037928622215986,0.005787759553641081,1.7459764421801086e-05,0.00011765761882998047
../data/VOCdevkit/VOC2012\JPEGImages\2008_000116.jpg,['cat'],2.606175621622242e-05,0.000825563445687294,0.01383048016577959,0.001167437294498086,0.001834365422837436,0.00013431905244942757,0.0002711205161176622,0.9769437909126282,9.321354446001352e-05,4.2619900341378525e-05,9.871047222986816e-05,0.0001580446696607396,1.7131442291429266e-05,0.00038481393130496144,0.0016854527639225125,0.012612876482307913,9.10410290089203e-06,0.013371034525334837,0.0004601499531418085,0.00035541728721000254
../data/VOCdevkit/VOC2012\JPEGImages\2008_000119.jpg,['horse'],0.00032302201725542545,0.0010882272617891429,0.002792631508782506,0.0006801590789109467,0.0006009428761899471,0.00016717003018129617,0.0009840858401730657,0.00023687363136559722,0.001871864078566432,0.0011886830907315016,0.0006416294490918517,0.0037100738845765595,0.957749843597412,0.00015494159015361217,0.02196718379855156,0.0006205580430105329,0.0001781205937732011,0.0018083723261952398,0.0009804771980270743,7.931974687380716e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000120.jpg,['boat'],0.0018143383786082266,7.232169446069747e-05,0.0018332187319174407,0.9746965765953064,6.576454325113446e-05,0.007001745980232954,0.011390368454158306,3.4695080103119835e-05,0.019101191312074658,7.689660560572521e-05,0.0003481829189695418,3.113984712399542e-05,0.0014154723612591624,2.6529398382990618e-05,0.004422688856720924,0.0001036645408021286,2.685519575607032e-05,2.292781391588505e-05,0.009833323769271374,0.00013821086031384766
../data/VOCdevkit/VOC2012\JPEGImages\2008_000123.jpg,['bird'],0.0013991351006552575,0.00024578601005487144,0.9986826777458192,0.00010547008423600346,9.988506644731387e-05,0.0002319719933439046,0.0010059821652248502,0.0001016005626297556,1.9858311134157706e-05,0.00031135854078456765,0.00034172559389844537,3.968110104324296e-05,5.016658178647049e-05,0.0004486509715206921,3.927743091480807e-05,6.348319584503771e-05,0.0001613824424566701,4.755468035000376e-05,3.3970220101764426e-05,7.128150173230097e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000133.jpg,"['bicycle', 'car']",4.111967427888885e-05,0.9986755251884459,0.00017788195691537112,3.919507798855193e-05,0.0016550085274502635,0.0004995120107196271,0.3829596638679504,0.0007982003735378385,0.010590425692498684,4.577778236125596e-05,8.413343311985955e-05,2.7867306926054883e-05,3.408652264624834e-05,0.00040231223101727664,0.005949870217591524,0.005806447938084602,0.0001441271888324991,4.067707777721808e-05,0.0028875605203211308,8.220479503506795e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000134.jpg,['bird'],0.9881094098091124,0.00012574957509059462,0.08218783140182495,0.0009010702488012613,0.0002590194344520569,0.0007269695051945746,0.0003985417715739459,2.781980401778128e-05,0.0001870365085778758,0.0004695410025306046,0.0003220798098482192,0.00019525535753928125,0.00014277861919254065,0.0010440149344503882,0.0014381264336407185,0.00025196274509653454,0.001198743702843785,4.687007094617002e-05,0.00013779502478428182,0.0002469466417096555
../data/VOCdevkit/VOC2012\JPEGImages\2008_000138.jpg,"['dog', 'person']",2.0371593564050272e-05,0.0006965651991777122,0.007337625138461591,0.0017361183417961,0.0006688049761578442,0.0003161646309308708,0.001052647246979177,0.0013785994378849866,0.006478535942733289,0.2771157920360565,0.0005827864515595138,0.018302613869309425,0.004156719893217087,0.0003586530219763517,0.6329814195632935,0.05687704682350159,0.0006973100826144217,0.003680200781673193,0.005236921366304159,0.003055071923881769
../data/VOCdevkit/VOC2012\JPEGImages\2008_000140.jpg,['boat'],0.00047597434604540467,1.9880613763234578e-05,0.0015565716894343493,0.9999887943267822,4.060015271534212e-05,0.0005599865689873695,0.0008501978009007871,3.5870296414941556e-05,0.0006723070400767027,3.1723764550406486e-05,8.568124030716717e-05,4.9487207434140146e-05,5.7307803217554465e-05,8.655567216919735e-05,0.005798932630568743,8.317561878357083e-05,6.0026352002751075e-05,2.5247873054468076e-05,7.771465607220307e-05,5.3089657740201794e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000145.jpg,"['bottle', 'tvmonitor']",0.0003041719028260559,0.0007065105601213872,0.00014559883857145903,8.185458864318207e-05,0.8875799775123596,7.283919694600627e-05,0.0010344155598431826,7.655171066289768e-05,0.004249017219990492,5.856634743395262e-05,0.0003534647112246603,7.272196671692653e-05,0.000278805528068915,0.0007232187199406326,0.003173426259309053,0.00020553750800900159,9.555049473419784e-05,0.00031496092560701067,3.1422761821886525e-05,0.9966180920600892
../data/VOCdevkit/VOC2012\JPEGImages\2008_000149.jpg,"['chair', 'sofa']",0.0001328571088379249,0.0005571226356551051,0.0002493076317477972,0.00046587339602410793,0.009977633133530615,0.00014354100858326999,0.0006094760028645396,0.004221928305923939,0.5974617004394531,0.00027778296498581767,0.0011679193703457713,0.00041713539394550025,0.00028673023916780954,7.494485907955095e-05,0.003437870414927602,0.3650506138801575,0.0001574098423589021,0.998139262199402,0.0002458117960486561,0.0331677570939064
../data/VOCdevkit/VOC2012\JPEGImages\2008_000163.jpg,['car'],2.927910099970177e-05,0.005221002269536257,0.0002028816961683333,0.00041166809387505054,0.000350550893926993,0.0024300850927829747,0.9365152716636658,0.0040738778188824645,0.00012692835298366842,0.0001565263228258118,0.00012156170851085336,0.001127104740589857,2.537157524784561e-05,4.2456580558791763e-05,0.012086286209523678,0.006784640718251468,0.00010544313408900052,0.004118361510336399,0.00014284669305197895,0.000139915180625394
../data/VOCdevkit/VOC2012\JPEGImages\2008_000174.jpg,['car'],0.33217325806617737,0.00010280730202794076,0.0011613513343036175,0.001217418466694653,0.00011310045374557376,0.0009613928850740193,0.999853014945984,0.0006057549035176635,3.4364933526376256e-05,0.0001302265009144321,9.216880425810814e-05,4.795360655407421e-05,9.618648618925364e-05,0.005601052660495043,0.0037998470943421134,2.9354816433624364e-05,0.0001265442988369614,2.9531171094276946e-05,0.0001658700930420309,0.0003793633950408548
../data/VOCdevkit/VOC2012\JPEGImages\2008_000177.jpg,['horse'],4.999861266696826e-05,5.275364310364239e-05,0.00475581642240286,6.023943933541887e-05,7.8933488111943e-05,0.00030400315881706774,0.0014084202703088524,0.00016680540284141898,1.5461002476513386e-05,0.02622669748961925,1.8795735741150565e-05,0.0006165177328512073,0.937108039855957,0.00022503043874166903,0.0004663710133172572,0.0001643704599700868,0.0010228217579424381,5.31719415448606e-05,9.872891678242012e-05,4.026097667519935e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000182.jpg,['cat'],0.0007479776977561414,0.00030830453033559024,0.002848668489605189,0.00013818423030897975,0.02702733315527439,0.0003814222291111946,0.00028606233536265785,0.9287298917770386,0.0019497269531711934,0.0003974724095314741,0.003038571681827307,0.00030167348450049763,0.00018306486890651288,0.0003847156185656786,0.0041006384417414665,0.003132166573777795,0.0006056379643268883,0.002199605572968721,0.0013738980051130054,0.0016915220767259598
../data/VOCdevkit/VOC2012\JPEGImages\2008_000183.jpg,['dog'],5.152710582478903e-05,0.0005368327838368714,0.00023865205002948636,0.00010970266157528387,0.0016183871775865555,2.4653194486745637e-05,4.489073398872279e-05,0.00376202049665153,0.0012029220815747974,0.0004930677241645753,0.00015620904741808772,0.9946763515472412,0.0006972149712964892,0.00040653976611793036,0.0008001301903277637,0.00038142569246701896,0.00025613949401304126,0.000429659616202116,2.0007017155876387e-05,9.933291585184634e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000190.jpg,['train'],0.00418456643819809,0.006065168883651495,0.009588024578988552,0.028459418565034863,0.0007762009627185763,0.01649029366672039,0.012458725832402706,0.0005675763823091984,0.0011060322867706418,0.001952328602783382,0.0001492587325628847,0.0006561110494658352,0.005699275061488152,0.002271393546834588,0.010078542865812778,0.0013371806126087904,0.002657354110851884,0.001217237557284534,0.9382234215736388,0.00012769072782248259
../data/VOCdevkit/VOC2012\JPEGImages\2008_000194.jpg,"['bicycle', 'person']",0.0013132978929206731,0.9992949962615968,0.00011429675214458257,0.00017504549759905783,0.00255151791498065,0.03286537900567055,0.04004746675491333,2.9839455237379298e-05,0.004835191182792187,9.889287321129814e-05,0.0006217221962288022,0.00010608496813802049,0.00015478284331038594,0.0001262965815840289,0.990579068660736,0.010533885098993778,0.00012839387636631727,0.0008808848215267062,0.010675320401787758,0.00032950716558843846
../data/VOCdevkit/VOC2012\JPEGImages\2008_000195.jpg,"['boat', 'person']",6.16679290033062e-06,0.0012549756793305278,0.008996712975203991,0.1143343672156334,0.00275085517205298,4.914844612358138e-05,0.00035550098982639616,4.557797365123406e-05,0.00016736859106458724,0.0003622031072154641,7.23867560736835e-05,0.0018988639349117875,0.0004339624720159918,0.0009963371558114886,0.9999988079071044,0.00015018742124084386,0.0003106037038378417,0.00049462920287624,1.1450975762272721e-05,0.0002948399051092565
../data/VOCdevkit/VOC2012\JPEGImages\2008_000203.jpg,"['car', 'motorbike', 'person']",8.36641265777871e-05,0.00638485886156559,0.0003788166504818946,0.0010051323333755138,7.658581307623535e-05,0.0037417425774037842,0.008074547164142132,0.00023008949938230214,0.00012086382048437373,0.0022700680419802666,3.567244129953906e-05,0.0003875647962559015,0.002786798402667045,0.9268544316291808,0.975289225578308,1.945846452144906e-05,0.0009353781933896245,5.7049350289162255e-05,0.013619286939501762,3.220667713321745e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000204.jpg,['person'],2.9046550480416045e-05,0.025104418396949768,0.0084250308573246,0.0015192971331998706,0.013537426479160786,0.0007242909632623197,0.03565377742052078,0.0002864534326363355,0.021187573671340942,0.0015557322185486555,0.00016844527272041887,0.010123264975845814,0.00017472867330070582,0.0009794823126867414,0.9341639280319214,0.005119900219142437,0.0057623847387731075,0.014077367261052132,0.01395815797150135,0.0012880193535238507
../data/VOCdevkit/VOC2012\JPEGImages\2008_000213.jpg,['person'],2.037034391833004e-06,0.0015778623055666685,2.9612190701300282e-05,1.7318194295512512e-05,0.05490092188119888,2.1024339730502106e-05,0.0011537375394254925,0.0004189847677480429,0.0035035500768572088,1.2991730727662798e-05,2.586883510957705e-06,1.952903221535962e-05,2.1767180442111567e-05,0.0002864832058548928,0.9988908171653748,1.9046476154471748e-05,1.0781142918858675e-05,3.0135639462969262e-05,0.00043203163659200067,0.15666601061820984
../data/VOCdevkit/VOC2012\JPEGImages\2008_000215.jpg,['person'],0.00035089676384814084,0.0001834146532928571,0.0002748959232121706,0.00028596501215361064,0.005066137760877609,7.174010534072295e-05,0.0002480141120031476,0.00027366139693185687,0.001638088608160615,0.0004702336736954749,0.003797367913648486,2.1739422663813457e-05,2.5987821572925892e-05,0.0006043256726115942,0.9999033212661744,0.003644433338195085,0.0003671640297397971,0.00030133198015391827,7.657054084120318e-05,0.0013277004472911358
../data/VOCdevkit/VOC2012\JPEGImages\2008_000219.jpg,['horse'],0.00015216442989185452,0.00014561160060111433,0.0005891629843972622,0.00012743395927827805,0.00012747077562380582,0.00012828508624807,0.016716551035642624,0.0001729509240249172,0.00030623431666754186,0.0043412791565060616,0.00030526219052262604,0.006273019593209028,0.9967226386070251,0.00011680934403557329,0.0014480717945843935,0.001298108254559338,0.013114684261381626,0.0002744936791714281,0.0004415697767399252,3.516471770126373e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000222.jpg,"['cat', 'person']",0.00019927734683733436,2.8695456421701238e-05,0.000785115931648761,9.014214447233826e-05,0.00037160693318583066,2.1866006136406213e-05,3.085573553107679e-05,0.8112376928329468,0.0012783075217157602,7.329887012019753e-05,8.056729711825028e-05,0.0008249017409980298,6.547225348185748e-05,4.559836452244781e-05,0.9561185240745544,0.00011653789988486096,0.00011509645264595747,0.00044308896758593624,1.88122703548288e-05,0.0002923319698311388
../data/VOCdevkit/VOC2012\JPEGImages\2008_000223.jpg,['person'],0.02417717128992081,0.03689052164554596,0.0016540775541216135,0.007311424706131221,0.0017244433984160425,0.0010072053410112858,0.0012796536320820449,8.393782627535984e-05,0.00679439352825284,0.0001208459507324733,0.0026628368068486448,0.0007541206432506442,0.0002841763780452311,7.684250886086375e-05,0.6491714119911194,0.002567353891208768,0.00012158152821939441,0.0006785534205846487,0.0004546271811705082,0.0012755582574754953
../data/VOCdevkit/VOC2012\JPEGImages\2008_000233.jpg,['person'],0.0005767370457760991,0.012746231630444528,0.0031504672951996326,0.00331293442286551,0.0019465272780507805,0.0013640818651765585,0.004167322535067797,0.0007844697101972997,0.00017136112728621808,0.0029824997764080767,0.0003001074946951121,0.0006688374560326338,0.001234387396834791,0.000977600459009409,0.9974064230918884,0.0016782600432634356,0.005418458953499794,0.0003932496765628457,0.0010722910519689322,0.00011120543786091729
