image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_000042.jpg,0.00029619960696436465,0.022131336852908134,0.002994115464389324,0.010843159630894661,0.00028854512493126094,0.008826026692986488,0.12164954096078873,0.00019942218204960227,0.00028094154549762607,0.0009353274363093078,4.908966366201639e-05,0.0004341930034570396,0.00011562932195374742,0.00046624388778582215,0.0011058662785217166,0.010780676268041134,0.00026451158919371665,0.0004117248172406107,0.007916203700006008,7.994188490556553e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000043.jpg,3.7166959373280406e-05,0.0005179266445338726,5.496092126122676e-05,0.0001048606718541123,0.012612549588084221,3.5346804452274228e-06,1.214426174556138e-05,3.693116013891995e-05,1.0,6.9937727857904974e-06,0.9999421834945679,7.868301327107474e-05,0.00013890898844692856,3.808702558671939e-06,0.0003356068045832217,0.002769450657069683,2.924494765466079e-06,0.0008091127383522689,1.1979506780335214e-05,0.0006298027001321316
../data/VOCdevkit/VOC2012\JPEGImages\2008_000050.jpg,0.0020149252377450466,0.007908813655376434,9.234096796717495e-05,0.00044908528798259795,0.0006655916222371161,0.007984950207173824,0.9999502897262573,0.0005121209542267025,0.00013566017150878906,0.00019589310977607965,6.146774103399366e-05,4.931464354740456e-05,0.00010960124200209975,0.0039997403509914875,0.015422755852341652,5.5623491789447144e-05,0.0005388685967773199,0.00011057099618483335,0.001399958971887827,0.0005403931136243045
../data/VOCdevkit/VOC2012\JPEGImages\2008_000051.jpg,2.6082143449457362e-05,0.000520763685926795,0.0002480337570887059,0.00010425577056594193,0.9859025478363037,2.7597734515438788e-05,2.7567826691665687e-05,0.00015416611859109253,0.6299441456794739,0.00012413074728101492,0.08129824697971344,0.0006660300423391163,6.44149913568981e-05,0.00021201407071202993,0.9299098253250122,0.003056273330003023,3.920329982065596e-05,0.0008157612173818052,1.7455451597925276e-05,0.004974751267582178
../data/VOCdevkit/VOC2012\JPEGImages\2008_000052.jpg,0.0011654415866360068,0.0020333274733275175,0.0007557746139355004,0.005434389226138592,9.222560038324445e-05,0.0010670439805835485,0.9545825719833374,4.259487468516454e-05,0.00012519393931142986,0.0002689201501198113,0.0001060486538335681,0.0020821255166083574,0.0007690855418331921,0.003700290573760867,0.8837495446205139,0.0002120696590282023,0.0003447825147304684,0.0002806593547575176,0.002109504071995616,0.0001439593470422551
../data/VOCdevkit/VOC2012\JPEGImages\2008_000054.jpg,0.0040566702373325825,0.00022660542163066566,0.9990436434745789,0.0003805496671702713,0.004226336721330881,9.307640721090138e-05,0.0005495627410709858,9.000003046821803e-06,9.999447502195835e-05,1.5297400750569068e-05,0.0006404726300388575,5.515934753930196e-05,4.728538988274522e-05,0.00010374384874012321,0.00019008571689482778,7.147515134420246e-06,0.0011958469403907657,0.00017352064605802298,8.13127335277386e-05,0.00010731118527473882
../data/VOCdevkit/VOC2012\JPEGImages\2008_000056.jpg,0.00011124223237857223,1.1206707313249353e-05,3.163455403409898e-05,0.00029014397296123207,0.00017973488138522953,5.721393972635269e-05,0.00023407177650369704,0.9999918937683105,1.2768025953846518e-05,2.2841215468361042e-05,3.0139173759380355e-05,5.911393236601725e-05,2.5503344659227878e-05,7.068435661494732e-05,9.04172848095186e-05,5.260489706415683e-05,5.9253698054817505e-06,2.2253672796068713e-05,1.5295750927180052e-05,6.515243876492605e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000059.jpg,2.2221247490961105e-05,0.00020080858666915447,0.0001022915676003322,0.00010193052003160119,0.0013956970069557428,0.00014053705672267824,0.006668539717793465,7.351565727731213e-05,0.0056905378587543964,0.0002031926269410178,5.37365376658272e-05,0.9995792508125305,3.948100857087411e-05,2.328888513147831e-05,0.003594176145270467,0.0007017954485490918,1.8592520063975826e-05,0.00065657589584589,0.00025848211953416467,0.0006099222810007632
../data/VOCdevkit/VOC2012\JPEGImages\2008_000062.jpg,0.0007852815906517208,8.875583444023505e-05,5.26355070178397e-05,6.238347395992605e-06,3.0211691409931518e-05,5.255089490674436e-05,0.00022151120356284082,0.9992616772651672,2.235150896012783e-05,1.3756268344877753e-05,7.740545697743073e-06,2.9791490305797197e-05,2.610468800412491e-05,3.174473749822937e-05,5.470053292810917e-05,1.108503420255147e-05,0.0005155911785550416,5.012162546336185e-06,1.3942648138254299e-06,1.7653495888225734e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000064.jpg,0.9977484345436096,0.0002585851470939815,8.166645420715213e-05,0.010323605500161648,0.00044492312008515,0.00018634353182278574,0.004307162016630173,8.804751814750489e-06,0.000727833597920835,0.0003236129123251885,0.0006876076804473996,9.419366688234732e-05,0.00789057370275259,0.0009984823409467936,0.19446814060211182,0.00028616792405955493,7.6151336543262e-05,0.00039529474452137947,0.00044644574518315494,0.00042631026008166373
../data/VOCdevkit/VOC2012\JPEGImages\2008_000067.jpg,5.4545562306884676e-05,0.00029738800367340446,0.00016322794544976205,0.0016687981551513076,0.010629900731146336,0.00015828537289053202,0.0013812219258397818,0.0074041737243533134,0.7389138340950012,0.0002003350673476234,0.007581893354654312,0.00020391441648826003,0.00013330340152606368,2.5324146918137558e-05,0.9689781069755554,0.013505574315786362,5.668989979312755e-05,0.1573702096939087,0.00023539134417660534,0.07877272367477417
../data/VOCdevkit/VOC2012\JPEGImages\2008_000073.jpg,6.154498987598345e-05,0.0012038855347782373,0.008203309029340744,0.0001296174741582945,0.004692635964602232,0.00011737712338799611,0.00025080222985707223,0.0843132808804512,0.0013557031052187085,0.4192831516265869,0.0006978655583225191,0.04082847386598587,0.0014798222109675407,0.000298856059089303,0.00028931364067830145,0.0017786658136174083,0.023656556382775307,0.004290360491722822,0.0007680202834308147,6.165666127344593e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000075.jpg,0.0016338643617928028,0.013764414936304092,0.0017396301263943315,0.0003523683990351856,0.0002879429666791111,0.9997320771217346,0.03203623369336128,0.00025508084218017757,1.9406721548875794e-05,0.0002657502191141248,6.764370482414961e-05,8.250935206888244e-05,0.00013756842236034572,0.0029961031395941973,0.08165474236011505,0.00012440116552170366,0.0005733127472922206,4.0983435610542074e-05,0.0005214747507125139,6.061370368115604e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000076.jpg,0.0001260744611499831,0.00018765208369586617,0.0009923824109137058,0.0003990217228420079,0.0006343884160742164,0.00012469664216041565,0.0012168578105047345,0.004124624188989401,0.002088200766593218,0.0006813580403104424,0.000852375291287899,0.023557376116514206,0.9910095930099487,0.00020413892343640327,0.0022614561021327972,0.01729079894721508,7.660318806301802e-05,0.0018802814884111285,0.0016421049367636442,0.0003344752767588943
../data/VOCdevkit/VOC2012\JPEGImages\2008_000078.jpg,9.503526598564349e-06,0.0005918414681218565,7.191025815700414e-06,0.00034078341559506953,0.0023144399747252464,3.141404522466473e-05,0.0014838135102763772,0.0014928820310160518,0.0009458493441343307,0.0018745441921055317,1.6393378245993517e-05,0.9925698637962341,1.4700644896947779e-05,0.00017555650265421718,0.0017990864580497146,0.0003532691625878215,6.827575998613611e-05,0.00033238966716453433,3.439897045609541e-05,0.0002689276007004082
../data/VOCdevkit/VOC2012\JPEGImages\2008_000080.jpg,3.7924317439319566e-05,0.0005885235732421279,0.0005454159108921885,0.0003992060665041208,0.0006867236224934459,0.00016394843987654895,0.0020334823057055473,0.0022473533172160387,0.00044150976464152336,0.00011453600745880976,9.686023986432701e-05,0.996917724609375,0.0001512520684627816,0.0002704250218812376,0.0008482852135784924,0.0004672424984164536,0.0005879538948647678,0.004934265743941069,0.00013543255045078695,0.0019421966280788183
../data/VOCdevkit/VOC2012\JPEGImages\2008_000082.jpg,0.004727743100374937,0.003859643591567874,0.00014279427705332637,0.011775156483054161,0.0006944282213225961,0.0007685112068429589,0.002719475654885173,4.8761434300104156e-05,0.0002802350209094584,0.00013510455028153956,0.00019451207481324673,8.62103552208282e-05,0.004435152281075716,0.9528326392173767,0.8384829759597778,0.0001974006008822471,0.0012422334402799606,0.00012686289846897125,0.00027243889053352177,0.00026770299882628024
../data/VOCdevkit/VOC2012\JPEGImages\2008_000084.jpg,0.0006192785804159939,0.0011293982388451695,0.03543917089700699,0.0002721221826504916,0.0003232592425774783,0.0001893308653961867,0.012983120046555996,0.0004504240059759468,5.575748946284875e-05,0.09935519099235535,0.00011972226639045402,7.720129360677674e-05,9.309815504821017e-05,0.00229275762103498,0.0003085895150434226,0.0035422914661467075,0.5989941954612732,0.0012066925410181284,0.0006272735772654414,0.00010542926611378789
../data/VOCdevkit/VOC2012\JPEGImages\2008_000090.jpg,1.390037596138427e-06,0.36777132749557495,0.0022420689929276705,0.0022212076000869274,0.6800861358642578,0.0009433680679649115,0.044709712266922,0.00022662896662950516,0.02084186114370823,0.0007882997742854059,0.0027129368390887976,0.0010638153180480003,0.00036361743696033955,0.02529100328683853,1.0,0.01090235821902752,0.026511717587709427,7.400161121040583e-05,9.228383714798838e-05,7.862780330469832e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000107.jpg,0.00016365030023735017,0.0005519912228919566,0.0008290158002637327,0.0002714363217819482,0.0397004671394825,0.00020601978758350015,0.0004905355744995177,0.00712966313585639,0.5350549221038818,0.000221124806557782,0.008923381567001343,0.00974216964095831,0.00012463066377677023,0.000333398551447317,0.00442083366215229,0.05497674271464348,9.171534475171939e-05,0.7832409143447876,8.94309050636366e-05,0.9044512510299683
../data/VOCdevkit/VOC2012\JPEGImages\2008_000115.jpg,4.2710431443993e-05,0.000691938039381057,0.0004053307056892663,0.0007838820456527174,0.01635582372546196,0.0001532974565634504,0.00042202684562653303,0.9863982796669006,0.001255729584954679,2.9583234208985232e-05,0.00021608061797451228,0.044491011649370193,1.0936757462332025e-05,0.00010480439232196659,0.003417382948100567,0.000717105227522552,0.00023037928622215986,0.005787759553641081,1.7459764421801083e-05,0.00011765761882998049
../data/VOCdevkit/VOC2012\JPEGImages\2008_000116.jpg,2.606175621622242e-05,0.000825563445687294,0.01383048016577959,0.001167437294498086,0.0018343654228374362,0.00013431905244942755,0.0002711205161176622,0.9769437909126282,9.321354446001351e-05,4.2619900341378525e-05,9.871047222986817e-05,0.0001580446696607396,1.7131442291429266e-05,0.00038481393130496144,0.0016854527639225125,0.012612876482307911,9.10410290089203e-06,0.013371034525334835,0.0004601499531418085,0.00035541728721000254
../data/VOCdevkit/VOC2012\JPEGImages\2008_000119.jpg,0.00032302201725542545,0.001088227261789143,0.002792631508782506,0.0006801590789109468,0.0006009428761899471,0.00016717003018129617,0.0009840858401730657,0.00023687363136559725,0.001871864078566432,0.0011886830907315016,0.0006416294490918517,0.003710073884576559,0.9577498435974121,0.0001549415901536122,0.02196718379855156,0.0006205580430105329,0.0001781205937732011,0.00180837232619524,0.0009804771980270743,7.931974687380716e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000120.jpg,0.0018143383786082268,7.232169446069747e-05,0.0018332187319174409,0.9746965765953064,6.576454325113446e-05,0.007001745980232954,0.011390368454158306,3.4695080103119835e-05,0.01910119131207466,7.68966056057252e-05,0.0003481829189695418,3.113984712399542e-05,0.0014154723612591624,2.652939838299062e-05,0.004422688856720924,0.00010366454080212861,2.6855195756070316e-05,2.2927813915885054e-05,0.009833323769271374,0.00013821086031384766
../data/VOCdevkit/VOC2012\JPEGImages\2008_000123.jpg,0.0013991351006552577,0.00024578601005487144,0.9986826777458191,0.00010547008423600346,9.988506644731387e-05,0.00023197199334390461,0.0010059821652248502,0.00010160056262975559,1.9858311134157702e-05,0.0003113585407845676,0.00034172559389844537,3.968110104324296e-05,5.016658178647049e-05,0.0004486509715206921,3.9277430914808065e-05,6.34831958450377e-05,0.0001613824424566701,4.7554680350003764e-05,3.3970220101764426e-05,7.128150173230097e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000133.jpg,4.111967427888885e-05,0.998675525188446,0.00017788195691537112,3.919507798855193e-05,0.0016550085274502635,0.0004995120107196271,0.38295966386795044,0.0007982003735378385,0.010590425692498684,4.577778236125596e-05,8.413343311985955e-05,2.786730692605488e-05,3.408652264624834e-05,0.00040231223101727664,0.005949870217591524,0.005806447938084602,0.0001441271888324991,4.0677077777218074e-05,0.0028875605203211308,8.220479503506795e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000134.jpg,0.9881094098091125,0.0001257495750905946,0.08218783140182495,0.0009010702488012612,0.0002590194344520569,0.0007269695051945746,0.0003985417715739459,2.781980401778128e-05,0.0001870365085778758,0.0004695410025306046,0.00032207980984821916,0.00019525535753928125,0.00014277861919254065,0.001044014934450388,0.0014381264336407185,0.0002519627450965345,0.0011987437028437853,4.687007094617002e-05,0.00013779502478428185,0.0002469466417096555
../data/VOCdevkit/VOC2012\JPEGImages\2008_000138.jpg,2.0371593564050272e-05,0.0006965651991777122,0.00733762513846159,0.0017361183417961001,0.0006688049761578441,0.00031616463093087077,0.001052647246979177,0.0013785994378849864,0.006478535942733288,0.2771157920360565,0.0005827864515595138,0.018302613869309425,0.004156719893217087,0.00035865302197635174,0.6329814195632935,0.05687704682350159,0.0006973100826144218,0.003680200781673193,0.005236921366304159,0.003055071923881769
../data/VOCdevkit/VOC2012\JPEGImages\2008_000140.jpg,0.00047597434604540467,1.9880613763234578e-05,0.0015565716894343495,0.9999887943267822,4.060015271534212e-05,0.0005599865689873695,0.0008501978009007871,3.587029641494155e-05,0.0006723070400767028,3.1723764550406486e-05,8.568124030716717e-05,4.9487207434140146e-05,5.7307803217554465e-05,8.655567216919735e-05,0.005798932630568743,8.317561878357083e-05,6.002635200275108e-05,2.5247873054468073e-05,7.771465607220307e-05,5.30896577402018e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000145.jpg,0.0003041719028260559,0.0007065105601213872,0.00014559883857145905,8.185458864318207e-05,0.8875799775123596,7.283919694600627e-05,0.0010344155598431826,7.655171066289768e-05,0.004249017219990492,5.8566347433952615e-05,0.0003534647112246603,7.272196671692654e-05,0.000278805528068915,0.0007232187199406326,0.0031734262593090534,0.0002055375080090016,9.555049473419785e-05,0.0003149609256070107,3.1422761821886525e-05,0.9966180920600891
../data/VOCdevkit/VOC2012\JPEGImages\2008_000149.jpg,0.0001328571088379249,0.0005571226356551051,0.00024930763174779713,0.00046587339602410793,0.009977633133530617,0.00014354100858327,0.0006094760028645396,0.004221928305923939,0.5974617004394531,0.00027778296498581767,0.0011679193703457713,0.00041713539394550025,0.0002867302391678095,7.494485907955095e-05,0.003437870414927602,0.36505061388015747,0.0001574098423589021,0.9981392621994019,0.0002458117960486561,0.0331677570939064
../data/VOCdevkit/VOC2012\JPEGImages\2008_000163.jpg,2.9279100999701768e-05,0.005221002269536257,0.0002028816961683333,0.00041166809387505054,0.000350550893926993,0.0024300850927829742,0.9365152716636658,0.004073877818882465,0.00012692835298366845,0.0001565263228258118,0.00012156170851085335,0.001127104740589857,2.5371575247845612e-05,4.245658055879176e-05,0.012086286209523678,0.006784640718251467,0.00010544313408900052,0.004118361510336399,0.00014284669305197895,0.000139915180625394
../data/VOCdevkit/VOC2012\JPEGImages\2008_000174.jpg,0.33217325806617737,0.00010280730202794075,0.0011613513343036175,0.001217418466694653,0.00011310045374557376,0.0009613928850740194,0.9998530149459839,0.0006057549035176635,3.436493352637626e-05,0.0001302265009144321,9.216880425810814e-05,4.795360655407421e-05,9.618648618925363e-05,0.005601052660495043,0.0037998470943421125,2.9354816433624364e-05,0.0001265442988369614,2.9531171094276942e-05,0.00016587009304203093,0.0003793633950408548
../data/VOCdevkit/VOC2012\JPEGImages\2008_000177.jpg,4.9998612666968256e-05,5.275364310364239e-05,0.004755816422402859,6.0239439335418865e-05,7.8933488111943e-05,0.00030400315881706774,0.0014084202703088522,0.00016680540284141898,1.5461002476513386e-05,0.026226697489619255,1.8795735741150565e-05,0.0006165177328512073,0.937108039855957,0.00022503043874166906,0.00046637101331725717,0.0001643704599700868,0.0010228217579424381,5.31719415448606e-05,9.872891678242013e-05,4.0260976675199345e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000182.jpg,0.0007479776977561414,0.00030830453033559024,0.0028486684896051884,0.00013818423030897975,0.02702733315527439,0.0003814222291111946,0.0002860623353626579,0.9287298917770386,0.0019497269531711936,0.0003974724095314741,0.0030385716818273067,0.0003016734845004976,0.00018306486890651286,0.0003847156185656786,0.0041006384417414665,0.003132166573777795,0.0006056379643268883,0.0021996055729687214,0.0013738980051130056,0.0016915220767259598
../data/VOCdevkit/VOC2012\JPEGImages\2008_000183.jpg,5.152710582478903e-05,0.0005368327838368714,0.00023865205002948642,0.00010970266157528386,0.0016183871775865555,2.4653194486745633e-05,4.4890733988722786e-05,0.0037620204966515303,0.0012029220815747976,0.0004930677241645753,0.00015620904741808772,0.9946763515472412,0.0006972149712964892,0.0004065397661179304,0.0008001301903277636,0.00038142569246701896,0.00025613949401304126,0.000429659616202116,2.0007017155876383e-05,9.933291585184634e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000190.jpg,0.00418456643819809,0.006065168883651495,0.009588024578988552,0.028459418565034866,0.0007762009627185762,0.01649029366672039,0.012458725832402706,0.0005675763823091984,0.0011060322867706418,0.001952328602783382,0.0001492587325628847,0.0006561110494658351,0.0056992750614881516,0.002271393546834588,0.010078542865812778,0.0013371806126087904,0.002657354110851884,0.001217237557284534,0.9382234215736389,0.00012769072782248259
../data/VOCdevkit/VOC2012\JPEGImages\2008_000194.jpg,0.001313297892920673,0.9992949962615967,0.00011429675214458257,0.00017504549759905785,0.00255151791498065,0.03286537900567055,0.04004746675491333,2.9839455237379298e-05,0.004835191182792187,9.889287321129814e-05,0.0006217221962288022,0.00010608496813802049,0.00015478284331038594,0.0001262965815840289,0.9905790686607361,0.010533885098993778,0.00012839387636631727,0.0008808848215267062,0.010675320401787758,0.0003295071655884385
../data/VOCdevkit/VOC2012\JPEGImages\2008_000195.jpg,6.16679290033062e-06,0.0012549756793305278,0.008996712975203991,0.11433436721563339,0.0027508551720529795,4.914844612358138e-05,0.0003555009898263961,4.557797365123406e-05,0.00016736859106458724,0.0003622031072154641,7.23867560736835e-05,0.0018988639349117875,0.0004339624720159918,0.0009963371558114886,0.9999988079071045,0.00015018742124084383,0.00031060370383784175,0.00049462920287624,1.145097576227272e-05,0.0002948399051092565
../data/VOCdevkit/VOC2012\JPEGImages\2008_000203.jpg,8.36641265777871e-05,0.00638485886156559,0.0003788166504818946,0.0010051323333755136,7.658581307623535e-05,0.003741742577403784,0.008074547164142132,0.00023008949938230217,0.00012086382048437372,0.0022700680419802666,3.567244129953906e-05,0.00038756479625590146,0.0027867984026670456,0.9268544316291809,0.9752892255783081,1.945846452144906e-05,0.0009353781933896244,5.704935028916225e-05,0.013619286939501762,3.2206677133217454e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000204.jpg,2.9046550480416045e-05,0.025104418396949768,0.0084250308573246,0.0015192971331998706,0.013537426479160786,0.0007242909632623196,0.03565377742052078,0.0002864534326363355,0.021187573671340942,0.0015557322185486555,0.00016844527272041887,0.010123264975845814,0.00017472867330070585,0.0009794823126867414,0.9341639280319214,0.005119900219142437,0.0057623847387731075,0.014077367261052132,0.01395815797150135,0.0012880193535238504
../data/VOCdevkit/VOC2012\JPEGImages\2008_000213.jpg,2.0370343918330036e-06,0.0015778623055666685,2.961219070130028e-05,1.7318194295512512e-05,0.05490092188119888,2.1024339730502106e-05,0.0011537375394254923,0.00041898476774804294,0.003503550076857209,1.2991730727662798e-05,2.586883510957705e-06,1.952903221535962e-05,2.1767180442111567e-05,0.00028648320585489273,0.9988908171653748,1.9046476154471748e-05,1.0781142918858677e-05,3.0135639462969266e-05,0.0004320316365920007,0.15666601061820984
../data/VOCdevkit/VOC2012\JPEGImages\2008_000215.jpg,0.00035089676384814084,0.0001834146532928571,0.0002748959232121706,0.0002859650121536106,0.005066137760877609,7.174010534072295e-05,0.0002480141120031476,0.00027366139693185687,0.001638088608160615,0.00047023367369547486,0.003797367913648486,2.1739422663813457e-05,2.5987821572925895e-05,0.0006043256726115942,0.9999033212661743,0.0036444333381950855,0.0003671640297397971,0.00030133198015391827,7.657054084120318e-05,0.0013277004472911358
../data/VOCdevkit/VOC2012\JPEGImages\2008_000219.jpg,0.00015216442989185452,0.00014561160060111433,0.0005891629843972623,0.00012743395927827805,0.00012747077562380582,0.00012828508624807,0.016716551035642624,0.00017295092402491719,0.00030623431666754186,0.0043412791565060616,0.00030526219052262604,0.006273019593209028,0.9967226386070251,0.0001168093440355733,0.0014480717945843935,0.001298108254559338,0.013114684261381626,0.0002744936791714281,0.00044156977673992515,3.5164717701263726e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000222.jpg,0.00019927734683733433,2.8695456421701238e-05,0.000785115931648761,9.014214447233826e-05,0.0003716069331858307,2.1866006136406213e-05,3.085573553107679e-05,0.8112376928329468,0.0012783075217157602,7.329887012019753e-05,8.056729711825028e-05,0.0008249017409980297,6.547225348185748e-05,4.559836452244781e-05,0.9561185240745544,0.00011653789988486096,0.00011509645264595747,0.0004430889675859362,1.8812270354828797e-05,0.00029233196983113885
../data/VOCdevkit/VOC2012\JPEGImages\2008_000223.jpg,0.024177171289920807,0.03689052164554596,0.0016540775541216135,0.00731142470613122,0.0017244433984160423,0.0010072053410112858,0.001279653632082045,8.393782627535984e-05,0.00679439352825284,0.00012084595073247328,0.002662836806848645,0.0007541206432506442,0.0002841763780452311,7.684250886086375e-05,0.6491714119911194,0.002567353891208768,0.00012158152821939439,0.0006785534205846488,0.00045462718117050827,0.0012755582574754953
../data/VOCdevkit/VOC2012\JPEGImages\2008_000233.jpg,0.000576737045776099,0.012746231630444527,0.0031504672951996326,0.00331293442286551,0.0019465272780507803,0.0013640818651765585,0.004167322535067797,0.0007844697101972997,0.0001713611272862181,0.0029824997764080763,0.0003001074946951121,0.0006688374560326338,0.0012343873968347907,0.000977600459009409,0.9974064230918884,0.0016782600432634354,0.005418458953499794,0.0003932496765628457,0.0010722910519689322,0.0001112054378609173
../data/VOCdevkit/VOC2012\JPEGImages\2008_000234.jpg,6.101839608163573e-05,2.279504042235203e-05,0.001817032229155302,0.0001789079833542928,0.16944292187690735,1.9488308680593036e-05,7.504755922127515e-05,0.0003269094740971923,0.0006958996527828276,0.0002976884425152093,0.018298031762242317,0.00035861163632944226,1.325485482084332e-05,0.00014296661538537592,0.999987006187439,0.0025458424352109432,0.00013249035691842437,0.0007504576933570206,4.68179423478432e-05,0.0006420983700081706
