image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_000042.jpg,['car'],0.0008200883166864513,0.028384121134877205,0.000606257701292634,0.0017190629150718448,0.0004723462916444987,0.019061332568526268,0.5614479184150696,0.00045649276580661535,0.0006265469710342586,0.0032196473330259323,0.0002317610924364999,0.0012806564336642625,0.0016396528808400035,0.001860880292952061,0.00552397547289729,0.010469145141541958,0.0016624737763777375,0.00032607404864393175,0.002356974873691797,5.187050192034803e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000043.jpg,"['chair', 'diningtable']",6.148587999632583e-06,1.735436853778083e-05,0.00020846366533078253,4.946361877955496e-05,0.009138081222772598,5.285114639264067e-06,0.00034006085479632015,8.616605919087306e-05,0.9999998807907104,1.645301927055698e-05,0.9997774958610536,0.00011760241613956167,6.145373481558636e-05,6.826352182542905e-05,5.599059295491315e-05,0.004984444938600063,4.122668087802594e-06,0.0019778916612267494,1.3508933989214713e-05,0.0008545145392417908
../data/VOCdevkit/VOC2012\JPEGImages\2008_000050.jpg,['car'],0.0010836931178346276,0.005957292392849922,0.00013071806461084634,0.006540026981383562,0.0003981206682510674,0.0017267491202801464,0.9923003911972046,0.0006465818732976912,5.809021968161687e-05,8.451483154203743e-05,6.521478644572198e-05,1.2020339454466013e-05,6.339069659588857e-05,0.01314938347786665,0.011377879418432713,6.384320295182988e-05,0.0013243561843410134,3.0357654395629652e-05,0.003498678794130683,2.3665483240620237e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000051.jpg,"['bottle', 'chair', 'person']",7.8183387813624e-05,0.00034112081630155444,0.000720386509783566,0.00047592711052857334,0.7434472441673279,0.00028792076045647264,0.0007594533963128924,0.0007852348499000072,0.4028319418430328,0.00020482539548538623,0.10054487735033037,0.00046109457616694266,3.756380101549439e-05,0.001668343786150217,0.7324468493461609,0.012005585245788096,0.00020624679746106267,0.01726883091032505,4.3733492930186906e-05,0.11083218455314636
../data/VOCdevkit/VOC2012\JPEGImages\2008_000052.jpg,"['car', 'person']",0.006457873620092869,0.0010735574178397655,0.0007422687485814095,0.00019749718194361776,5.0093680329155184e-05,0.006283372174948454,0.9652498364448548,0.00011979912233073264,1.2877839253633285e-05,0.00026672089006751776,3.720568201970309e-05,0.00019297437393106517,0.0013600761303678155,0.0073639918118715295,0.5406298041343689,4.419643664732576e-05,0.0020005637779831886,2.3018819774733856e-05,0.0007544789696112275,3.785805347433779e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000054.jpg,['bird'],0.0008755561430007218,0.00023859766952227798,0.9998914003372192,0.0005200394662097096,0.000347608991432935,0.00013943901285529137,0.00043037446448579436,0.00015897296543698758,2.2040187104721554e-05,0.00010142487735720351,0.000124341735499911,9.643813973525539e-05,1.2753617738781031e-05,0.00048032056656666105,7.661517156520858e-05,2.820579175022431e-05,0.0039073838852345935,9.988259262172504e-05,6.488543476734776e-06,0.00013903899525757882
../data/VOCdevkit/VOC2012\JPEGImages\2008_000056.jpg,['cat'],4.8091955250129104e-05,0.0001657537359278649,9.953658445738256e-05,9.09278605831787e-05,9.223984670825304e-05,0.0005433915066532791,0.002269003307446837,0.9821906089782716,0.00018585359794087708,0.0004628102178685367,4.210519546177238e-05,0.022885691374540332,0.0003749524767044932,2.5801429728744548e-05,0.0004836454463656992,0.0004031436110381037,0.000618971767835319,0.0001857983152149245,3.9325219404418015e-05,6.333009514492004e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000059.jpg,['dog'],1.0404577551526016e-05,4.482186341192573e-05,0.00012580076872836796,0.0004865048395004123,0.001675134408287704,5.5579275795025744e-05,0.02189468219876289,4.8635160055709996e-05,0.011261862702667713,0.00018384082068223504,8.7006512330845e-05,0.999744951725006,0.001372135360725224,3.8820075133116916e-05,0.009832924231886864,0.003638167632743716,9.700286682345903e-06,0.00033330038422718644,9.14372139959596e-05,0.0040703252889215955
../data/VOCdevkit/VOC2012\JPEGImages\2008_000062.jpg,['cat'],7.693591760471462e-05,0.00031356053659692407,0.0005580845754593612,0.00015133098349906504,0.00010524364188313484,0.00018695769540499896,0.00010973677854053676,0.9845739006996156,4.8783615056890994e-05,0.00034136028261855245,1.4549068509950306e-05,7.053250737953931e-05,2.312427568540443e-05,0.0002495142980478704,0.0007109541911631823,0.00028237764490768313,0.0018943101167678835,5.7777408073889085e-05,1.9777517081820406e-05,2.2460784748545848e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000064.jpg,['aeroplane'],0.9378814697265624,0.002995949238538742,8.5371000750456e-05,0.02325919084250927,0.0003334885404910892,0.0014126241439953446,0.0031218286603689194,0.00038145805592648685,0.000742737902328372,3.315100184408948e-05,0.0001768680231180042,4.961592640029266e-05,0.0006012688972987236,0.0040145982056856155,0.10071174055337906,0.002059347229078412,0.0001070095313480124,0.00012990676623303446,0.0027828295715153213,0.00012653875455725938
../data/VOCdevkit/VOC2012\JPEGImages\2008_000067.jpg,"['chair', 'person']",9.170843986794351e-05,0.00010665654554031788,0.00011290961265331133,0.00121820077765733,0.02431023120880127,8.173314563464372e-05,0.00018167671805713328,0.009484127163887024,0.8890029788017273,0.0002574913378339261,0.020741093903779984,0.0014048503944650292,8.491211337968707e-05,0.00034461243194527924,0.2489409148693085,0.0952727198600769,0.0001119049484259449,0.12638020515441895,0.0004122005775570869,0.1269708126783371
../data/VOCdevkit/VOC2012\JPEGImages\2008_000073.jpg,['cow'],1.3684773875866084e-05,0.002399240387603641,0.0059456806629896155,0.00010720481077441946,0.0040205433033406734,0.000293591117952019,0.0033358607906848192,0.20994895696640012,0.023352932184934616,0.026284513995051384,0.0005881682736799121,0.0944526270031929,0.0023636063560843468,0.0006585837691091001,0.004258602857589722,0.0027681617066264157,0.057317145168781274,0.02792168222367764,0.0009343903511762619,0.0001628692843951285
../data/VOCdevkit/VOC2012\JPEGImages\2008_000075.jpg,['bus'],0.00014309781545307487,0.0007920374628156424,0.0006563768838532269,0.0005305724916979669,0.0001467450929339975,0.9997779726982116,0.009207751601934431,0.00019932942814193663,2.0878582290606573e-05,2.700587174331304e-05,0.0004656771197915077,0.0010828153463080523,0.00020752425189130008,0.0006492166430689393,0.046850867569446564,0.00027666284586302936,0.00025213311892002816,9.678573405835778e-05,9.410954226041213e-05,5.95780584262684e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000076.jpg,['horse'],5.06740907439962e-05,4.707500556833111e-05,0.0004023511719424278,0.0002608740178402513,0.0003278311050962657,7.732013909844682e-05,0.0011374257737770677,0.0024638506583869453,0.0010734766256064177,0.0008817342459224164,0.00033913570223376155,0.03785789012908936,0.9973989725112916,7.080180512275547e-05,0.0007760814623907207,0.0021579917520284653,0.00014000045484863222,0.0002275821607327089,8.985533349914476e-05,0.00023663164756726474
../data/VOCdevkit/VOC2012\JPEGImages\2008_000078.jpg,['dog'],1.8921755327028226e-05,0.00024943720200099046,1.1075851034547666e-05,0.0001225242449436337,0.020673653110861775,2.8866092179669067e-05,0.000478020403534174,0.000697920739185065,0.001015139976516366,0.000364686333341524,7.300866855075583e-05,0.9998543262481691,8.605766925029457e-05,0.00019345559121575207,0.0009294792544096707,0.0016193712363019586,0.00019159198564011604,0.006089305505156517,4.134306436753833e-06,0.0001029013583320193
../data/VOCdevkit/VOC2012\JPEGImages\2008_000080.jpg,['dog'],0.00011827280104625969,0.0004359204904176295,0.00043139146873727435,0.00010923023364739493,0.0046190838329494,0.0004827752127312124,0.001548660802654922,0.0009959152666851876,0.0008075848454609512,0.00771323638036847,0.00035241138539277017,0.9996447563171388,0.0010136580094695091,0.00021327803551685062,0.0032479313667863607,0.01714494824409485,0.00025047510280273855,0.008428003638982773,7.518385973526165e-05,0.000923934334423393
../data/VOCdevkit/VOC2012\JPEGImages\2008_000082.jpg,"['boat', 'motorbike', 'person']",0.0004942679079249501,0.00045846344437450165,6.526306242449209e-05,0.03781379386782646,0.0016413952689617872,0.00023006714764051142,0.02043965831398964,0.00010245458543067798,0.004776058718562126,0.00011793752491939812,0.0014086315641179679,0.00017452603788115084,0.015346430242061615,0.8993679285049438,0.9985987544059752,0.00032191097852773964,0.0014628410572186112,0.0002489135949872434,0.000233280603424646,0.0004006103554274887
../data/VOCdevkit/VOC2012\JPEGImages\2008_000084.jpg,['sheep'],0.0007890783599577844,7.183150046330411e-06,0.2787131071090698,0.00013277833932079375,0.00016487763787154108,6.391855276888236e-05,0.00034808836062438786,0.01839817687869072,3.3098615404014713e-06,0.0025941887870430946,1.3616818250739016e-05,0.00024300128279719502,3.1568284612149e-05,4.807911682291888e-05,1.8516380805522203e-05,0.0005554616800509393,0.5526183247566223,0.00021591565746348349,9.059309377335012e-05,1.1281824299658185e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000090.jpg,"['bicycle', 'person']",5.62344041554752e-07,0.026906149461865425,0.0003108803939539939,0.01326931081712246,0.9059110879898072,0.00023733051784802226,0.022545840591192245,0.0004087417619302869,0.250811368227005,0.00012201962090330198,0.021212786436080933,0.0016109402058646085,0.000636831799056381,0.06754805892705917,1.0,0.010195422917604445,0.04647853597998619,0.0018149318639189005,9.492186654824765e-05,0.0038413484580814843
../data/VOCdevkit/VOC2012\JPEGImages\2008_000107.jpg,['chair'],7.7288736065384e-05,0.00019234463979955765,0.0003500344173517078,0.0006853831582702696,0.003043313277885318,0.00010510333231650292,0.0014324152143672106,0.0008943778229877352,0.9602139592170716,4.800888200406917e-05,0.2405247390270233,0.005864854902029038,1.2643608897633385e-05,0.0002940580598078668,0.002069552894681692,0.012173202820122242,1.8433325749356303e-05,0.3127187788486481,2.6377631002105772e-05,0.9440956711769104
../data/VOCdevkit/VOC2012\JPEGImages\2008_000115.jpg,"['cat', 'chair']",4.119665391044691e-06,0.00011409365106374024,0.001522587612271309,0.00033052085200324655,0.002053962554782629,2.025845242314972e-05,0.0005458842497318983,0.9996322393417358,0.005596399307250977,1.2821616110159086e-05,0.00033429355244152253,0.012176103889942171,1.5134341992961707e-05,0.00032104973797686403,0.008442835882306099,0.0014712295960634947,9.185828821500765e-05,0.01956048049032688,1.1927479135920295e-05,0.00029943729168735445
../data/VOCdevkit/VOC2012\JPEGImages\2008_000116.jpg,['cat'],1.3300362297741229e-05,0.00026089465245604515,0.008327166549861431,7.854065916035323e-05,0.08838275074958801,7.630424079252409e-06,0.00014457823999691755,0.9922836422920228,0.0006170012056827545,6.682495586574079e-05,0.0003124346549157053,0.0004937720368616283,4.469158739084378e-06,0.0003522913029883057,0.000813509279396385,0.004727032035589218,4.035357414977625e-05,0.08960220962762833,7.950246799737215e-05,0.00021291697339620438
../data/VOCdevkit/VOC2012\JPEGImages\2008_000119.jpg,['horse'],0.00010774881229735912,0.0002531356003601104,0.0014507074374705553,0.00034100638004019856,0.0007170754834078253,0.000263358058873564,0.008289598859846592,8.80461375345476e-05,0.00042444272548891604,0.0002413213805994019,0.00020509137539193037,0.07532263547182083,0.9975506663322448,0.00024940440198406577,0.040778648108243935,0.0009345969301648438,2.4334469344466925e-05,0.0006020895089022815,0.00016292894724756482,0.0004726352053694427
../data/VOCdevkit/VOC2012\JPEGImages\2008_000120.jpg,['boat'],0.006403090432286263,0.0006956522702239454,0.0007938630878925322,0.471950352191925,2.16528515011305e-05,0.02110922522842884,0.10859376937150957,0.00013420562027022243,0.00576137425377965,4.467187318368815e-05,0.0001895635505206883,0.0001103256072383374,0.00024951808154582983,0.0001575669157318771,0.017827242612838745,0.00635426351800561,0.0001474750752095133,2.217099608969875e-05,0.004743292462080717,0.0010839930037036538
../data/VOCdevkit/VOC2012\JPEGImages\2008_000123.jpg,['bird'],0.008955865167081356,0.00018996016297023746,0.9996917247772216,8.36826438899152e-05,0.00021947069035377356,6.474879046436399e-05,4.702170917880722e-05,7.4089834924961914e-06,1.9900378902093507e-05,7.081449439283459e-05,0.0002682093472685665,1.8334167180000804e-05,1.7931064576259814e-05,3.3540673030074686e-05,1.888222323032096e-05,4.538306529866532e-05,2.699052856769413e-05,2.760528695944231e-05,2.3447581043001268e-05,1.908735248434823e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000133.jpg,"['bicycle', 'car']",1.5094229638634714e-05,0.99869966506958,0.0002162518794648349,0.0002332955045858398,0.0008340521599166095,0.001208356348797679,0.11163756996393204,0.001129555283114314,0.00014544259465765208,4.72158171760384e-05,7.350681244133739e-06,8.377869380638003e-05,2.481242336216383e-05,0.009236817248165607,0.010892825201153757,0.00693161366507411,0.0005611815140582621,9.766015864443034e-05,0.0002851387253031134,9.52712980506476e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000134.jpg,['bird'],0.9671752452850342,5.17422340635676e-05,0.5848151445388794,0.00010566477430984378,3.238586214138195e-05,0.00024735336774028843,2.507498902559746e-05,9.075063280761242e-05,6.03441594648757e-06,0.00045461265835911036,2.394288640061859e-05,0.0002492724743206054,1.1224356057937255e-05,3.278736039646901e-05,0.0001530929439468309,3.758182356250472e-05,0.00110171758569777,0.00010533983731875196,1.3579665392171593e-05,1.4829342035227454e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000138.jpg,"['dog', 'person']",9.364725701743737e-05,0.002910312497988343,0.003294660709798336,0.01163575705140829,0.0008629127405583857,0.0007590637542307378,0.1692737489938736,0.0007638197857886553,0.0872448980808258,0.07499747723340988,0.0013203148264437914,0.002162020653486252,0.0029810993000864983,0.0003549477551132441,0.2322099804878235,0.0996556356549263,0.0018496228149160747,0.00026198866544291377,0.001900387229397893,0.0037649828009307376
../data/VOCdevkit/VOC2012\JPEGImages\2008_000140.jpg,['boat'],0.0007503683445975183,1.775131022441201e-05,0.008057813160121441,0.999955415725708,1.0491382454347333e-05,0.009624975733458996,0.04498359560966492,0.0001808814267860725,0.0003515818680170924,3.484859007585328e-06,0.00022446193906944242,1.4592756997444669e-05,1.2208778571221044e-05,0.0003430554352235049,0.0016830724198371172,0.00013878571917302907,0.00032546406146138906,2.7297843189444393e-05,0.0001310841616941616,0.0001530323788756505
../data/VOCdevkit/VOC2012\JPEGImages\2008_000145.jpg,"['bottle', 'tvmonitor']",0.00018615084991324693,0.00024235874298028648,0.0004320845473557711,8.011802128748968e-05,0.01370942499488592,0.00019750000501517206,0.00017839933570940048,3.6267851101001725e-05,0.0011717838933691382,1.4947017916711047e-05,0.0005344204837456347,4.270737554179505e-05,3.800914782914333e-05,0.0012342645786702633,0.00776029285043478,0.0009524666820652783,1.8809381799655966e-05,9.516612044535576e-05,0.0005266946391202508,0.9998956918716432
../data/VOCdevkit/VOC2012\JPEGImages\2008_000149.jpg,"['chair', 'sofa']",7.431453559547664e-05,0.0013671909691765904,0.00011250047100475058,0.0004550427547656,0.0009383216383866967,0.00019134262402076277,0.0002958953264169395,0.0012121547479182482,0.8831109404563904,6.050143565516919e-05,0.0025265153963118787,0.006805652286857367,1.887471808004193e-05,4.054014425491914e-05,0.011326760053634644,0.2600637972354889,8.854651969159022e-05,0.9920271039009094,0.00011043317499570547,0.06479950994253159
../data/VOCdevkit/VOC2012\JPEGImages\2008_000163.jpg,['car'],0.00010270383063470943,0.0032666076440364122,0.00033695457386784256,0.0002740206546150148,0.00010759460565168409,0.00172632175963372,0.9948238134384156,0.01963224448263645,2.806714655889664e-05,5.88499715377111e-05,0.00017623523308429867,0.0015835962258279324,1.2110952411603647e-05,0.0001782512408681214,0.025590253993868828,0.010799996554851532,0.00039335648762062187,0.0009946376085281372,2.3151791538111866e-05,8.182493183994666e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000174.jpg,['car'],0.8404592871665955,2.841521745722275e-05,0.00033085347968153656,0.0010991179151460528,0.00034986727405339485,0.0004606441070791334,0.8476881980895996,0.00029072159668430686,1.2359065294731407e-05,2.3617889382876456e-05,0.00023351647541858256,0.00015973988047335294,0.0004499255155678839,0.006471407134085894,0.004681740421801806,5.5973141570575535e-05,0.002272448502480984,0.0001612318737898022,7.470112177543342e-05,0.005693830084055661
../data/VOCdevkit/VOC2012\JPEGImages\2008_000177.jpg,['horse'],0.00036958535201847553,0.0002078815159620717,0.000922036066185683,0.0007703449809923768,2.9060514862067066e-05,0.0003764630819205194,0.0004305800539441407,0.000484305404825136,4.144824561080896e-05,0.01212241407483816,1.639376932871528e-05,0.004527730867266655,0.9453859329223632,0.000271294527919963,0.0008858458022587002,0.00016365823103114963,0.0002363175881328061,0.00012962242180947214,0.000118898693472147,0.0004340423620305955
../data/VOCdevkit/VOC2012\JPEGImages\2008_000182.jpg,['cat'],0.0001710178476059809,0.000294860132271424,0.003358023939654231,0.003185104578733444,0.011699198745191096,0.0002776235924102366,0.005334213841706514,0.8047112822532654,0.019074996933341026,0.00012660090578719974,0.0018907684134319427,0.057946722954511636,0.004841394256800413,0.0005259228637441993,0.0031073992140591145,0.018095767125487328,0.0027276987675577398,0.0066054919734597215,0.0001587053557159379,0.021060122177004814
../data/VOCdevkit/VOC2012\JPEGImages\2008_000183.jpg,['dog'],9.670470717537683e-06,0.00014494390052277595,0.0004860665940213949,4.13449015468359e-05,0.00036148197250440717,2.0966033844160847e-05,0.0007448238902725278,0.011481091380119324,0.00044037654879502947,0.0002529570774640888,0.00031126622343435884,0.9959527254104614,0.001116058323532343,0.00024572090478613967,0.0011006435379385948,0.00022579837241210043,2.469514765834901e-05,0.0004921798245050013,1.610254548722878e-05,9.893521928461269e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000190.jpg,['train'],0.0025805777404457326,0.002344710286706686,0.0044154347851872435,0.06354495882987976,0.0005258439341560006,0.01948713138699532,0.1013907790184021,0.005365735851228237,0.0011104774894192817,0.001937527093105018,0.0008594879764132202,0.0017417861381545665,0.002353681717067957,0.004261082503944635,0.022506404668092728,0.0013329560169950128,0.0018529403023421767,0.00044724548934027547,0.210913360118866,5.2123868954367936e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000194.jpg,"['bicycle', 'person']",0.00015520286979153752,0.999536395072937,4.120410449104384e-05,4.6892248064978055e-05,0.008919207379221916,0.04435266926884651,0.3928701877593994,2.2261367575993063e-06,0.01449284143745899,2.943751314887777e-05,0.00029748782981187105,0.00029011466540396214,8.062423876253888e-05,0.00011084780271630734,0.9044994115829468,0.0013268344337120652,0.0002875775389838964,0.00048276229063048964,0.00230495841242373,0.0002413924667052925
../data/VOCdevkit/VOC2012\JPEGImages\2008_000195.jpg,"['boat', 'person']",1.899367453006562e-05,0.0031071705743670464,0.0067718508653342715,0.4503404200077057,0.003668447956442833,0.0003045407065656036,0.0016813906840980053,5.783794040326029e-05,0.00018019560957327482,0.001354156411252916,0.00018617678142618388,0.002562941052019596,0.0020971219055354595,0.0045134592801332465,0.999990701675415,0.000546884723007679,0.0037240446545183654,0.0012224743841215966,6.403776933439076e-05,0.00028768312768079335
../data/VOCdevkit/VOC2012\JPEGImages\2008_000203.jpg,"['car', 'motorbike', 'person']",9.743365808390081e-05,0.0002677042793948204,0.001238335971720517,0.004780487157404423,3.6150860978523276e-05,0.00010603733244352044,0.0067506846971809855,9.692334060673602e-06,0.001612931489944458,0.040933899581432336,0.00019293832883704454,0.0014840600779280064,0.005385019350796938,0.4586822092533112,0.6312856674194336,1.9260420231148604e-05,0.0016822400502860544,2.8313537768553942e-05,0.00201843841932714,0.00021544945775531232
../data/VOCdevkit/VOC2012\JPEGImages\2008_000204.jpg,['person'],1.0414187272544949e-05,0.028033999726176262,0.003647684818133712,0.005726569332182407,0.026781069114804268,0.002214426174759865,0.0790037289261818,0.0012499243021011353,0.0375245101749897,0.00028493517311289907,0.0003380736743565649,0.042065594345331185,0.0005674000713042915,0.0007843202329240738,0.9669878482818604,0.022744867950677868,0.005620031151920557,0.004792409483343364,0.017737004905939102,0.011881325393915176
../data/VOCdevkit/VOC2012\JPEGImages\2008_000213.jpg,['person'],6.109706646384439e-06,0.005111556500196457,7.311959052458404e-05,1.2623693692148665e-05,0.01856395788490772,0.00015282165259122849,0.009616347961127758,0.0003014299727510661,0.07686487585306168,0.00020588995539583263,0.0008304552175104617,0.0005376737099140881,0.00047336879651993513,0.003369927639141679,0.99003267288208,9.483157919021325e-05,0.00037445971975103015,0.00024098316498566422,0.00012875715037807822,0.0009337696246802807
../data/VOCdevkit/VOC2012\JPEGImages\2008_000215.jpg,['person'],0.00013426374061964452,7.176946382969618e-05,8.375567995244637e-05,8.566490578232333e-05,0.01576981134712696,0.00013944607053417712,0.00324503961019218,0.00042894526268355554,0.008793714456260204,8.651201642351225e-05,0.0059454189613461494,0.0005694187129847705,6.096413198974915e-05,0.0003432145749684423,0.9996637105941772,0.005712631158530712,0.0009340040269307793,0.012324944138526915,0.00011928605090361089,0.02067519910633564
../data/VOCdevkit/VOC2012\JPEGImages\2008_000219.jpg,['horse'],4.151763641857542e-05,0.00011651877866825088,1.7840204236563295e-05,3.688336437335238e-05,0.0005331201246008277,8.483700366923587e-05,0.0011797701008617878,7.749818178126588e-05,0.0026373032014817,0.04566531255841255,0.00011169429490109904,0.0002621430903673172,0.9992221593856812,2.0820067220483907e-05,0.0009352798224426807,0.00029874607571400697,0.05594339221715927,2.716532071644906e-05,8.442412945441902e-05,6.22297557129059e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000222.jpg,"['cat', 'person']",0.0007534683682024479,5.9652586060110486e-05,0.0003408438933547586,6.391155329765752e-05,0.002234368585050106,3.097886292380281e-05,3.9359136280836544e-05,0.8537007570266724,0.0016702087596058846,1.0979591934301423e-05,0.0005364042008295655,0.0006913042743690313,2.2069632905186154e-05,7.115803600754589e-05,0.4934032261371613,0.0006816412787884474,0.000431470456533134,0.007013734430074692,8.45142039906932e-06,0.0010182816768065095
../data/VOCdevkit/VOC2012\JPEGImages\2008_000223.jpg,['person'],0.008489116095006466,0.0018279177602380516,0.0002141875447705388,0.012148572131991386,0.002938539022579789,0.00033965130569413304,0.002520890673622489,0.0002529898774810136,0.0039169606752693644,0.00010110120638273656,0.002515915781259537,0.00019865793001372367,0.00021560193272307518,0.0009134941501542926,0.9356238842010498,0.002136104041710496,0.00010491497960174456,0.0005732376012019812,0.023987246677279472,0.0007798129227012397
../data/VOCdevkit/VOC2012\JPEGImages\2008_000233.jpg,['person'],0.0003301379329059273,0.008403682149946691,0.001049771555699408,0.008776341564953327,0.005169999320060015,0.00033067091135308146,0.008366192691028118,0.0005176293198019266,0.0003872030938509852,0.0005488495226018131,0.0003622777003329247,0.0007503536180593072,0.0023631735239177947,0.00022686288866680118,0.9985826015472412,0.004534228704869747,0.003997343592345715,0.0004889952251687647,0.0016852079425007105,0.0002847638388630003
