image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit/VOC2012\JPEGImages\2008_000042.jpg,0.0008200883166864514,0.028384121134877205,0.000606257701292634,0.001719062915071845,0.0004723462916444987,0.019061332568526268,0.5614479184150696,0.00045649276580661535,0.0006265469710342586,0.0032196473330259323,0.0002317610924364999,0.0012806564336642623,0.0016396528808400035,0.0018608802929520607,0.005523975472897291,0.010469145141541958,0.0016624737763777375,0.00032607404864393175,0.0023569748736917973,5.187050192034803e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000043.jpg,6.148587999632582e-06,1.735436853778083e-05,0.00020846366533078253,4.946361877955496e-05,0.009138081222772598,5.285114639264066e-06,0.0003400608547963202,8.616605919087306e-05,0.9999998807907104,1.645301927055698e-05,0.9997774958610535,0.00011760241613956168,6.145373481558636e-05,6.826352182542905e-05,5.5990592954913154e-05,0.004984444938600063,4.1226680878025945e-06,0.0019778916612267494,1.3508933989214711e-05,0.0008545145392417908
../data/VOCdevkit/VOC2012\JPEGImages\2008_000050.jpg,0.0010836931178346276,0.005957292392849922,0.00013071806461084634,0.006540026981383562,0.0003981206682510674,0.0017267491202801466,0.9923003911972046,0.0006465818732976913,5.809021968161687e-05,8.451483154203743e-05,6.521478644572198e-05,1.2020339454466011e-05,6.339069659588858e-05,0.01314938347786665,0.011377879418432713,6.384320295182988e-05,0.0013243561843410134,3.0357654395629652e-05,0.003498678794130683,2.3665483240620233e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000051.jpg,7.8183387813624e-05,0.00034112081630155444,0.000720386509783566,0.0004759271105285734,0.7434472441673279,0.00028792076045647264,0.0007594533963128924,0.0007852348499000072,0.40283194184303284,0.00020482539548538625,0.10054487735033035,0.0004610945761669427,3.756380101549439e-05,0.001668343786150217,0.7324468493461609,0.012005585245788097,0.00020624679746106267,0.01726883091032505,4.373349293018691e-05,0.11083218455314636
../data/VOCdevkit/VOC2012\JPEGImages\2008_000052.jpg,0.006457873620092869,0.0010735574178397655,0.0007422687485814095,0.00019749718194361776,5.009368032915518e-05,0.006283372174948454,0.9652498364448547,0.00011979912233073264,1.2877839253633283e-05,0.00026672089006751776,3.720568201970309e-05,0.0001929743739310652,0.0013600761303678155,0.007363991811871529,0.5406298041343689,4.4196436647325754e-05,0.0020005637779831886,2.3018819774733856e-05,0.0007544789696112275,3.7858053474337794e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000054.jpg,0.0008755561430007219,0.000238597669522278,0.9998914003372192,0.0005200394662097096,0.000347608991432935,0.00013943901285529137,0.0004303744644857943,0.00015897296543698758,2.2040187104721554e-05,0.00010142487735720351,0.000124341735499911,9.643813973525539e-05,1.2753617738781031e-05,0.000480320566566661,7.661517156520858e-05,2.8205791750224307e-05,0.003907383885234594,9.988259262172505e-05,6.488543476734776e-06,0.0001390389952575788
../data/VOCdevkit/VOC2012\JPEGImages\2008_000056.jpg,4.8091955250129104e-05,0.0001657537359278649,9.953658445738256e-05,9.09278605831787e-05,9.223984670825303e-05,0.0005433915066532791,0.0022690033074468374,0.9821906089782715,0.00018585359794087708,0.0004628102178685367,4.210519546177238e-05,0.02288569137454033,0.00037495247670449317,2.580142972874455e-05,0.00048364544636569917,0.0004031436110381037,0.000618971767835319,0.00018579831521492451,3.932521940441802e-05,6.333009514492005e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000059.jpg,1.0404577551526017e-05,4.482186341192573e-05,0.00012580076872836798,0.00048650483950041234,0.001675134408287704,5.557927579502575e-05,0.021894682198762894,4.863516005571e-05,0.011261862702667713,0.00018384082068223506,8.7006512330845e-05,0.9997449517250061,0.001372135360725224,3.8820075133116916e-05,0.009832924231886864,0.0036381676327437162,9.700286682345904e-06,0.00033330038422718644,9.143721399595961e-05,0.004070325288921595
../data/VOCdevkit/VOC2012\JPEGImages\2008_000062.jpg,7.693591760471463e-05,0.00031356053659692407,0.0005580845754593611,0.00015133098349906504,0.00010524364188313484,0.00018695769540499896,0.00010973677854053676,0.9845739006996155,4.8783615056890994e-05,0.00034136028261855245,1.4549068509950303e-05,7.053250737953931e-05,2.3124275685404427e-05,0.0002495142980478704,0.0007109541911631823,0.00028237764490768313,0.0018943101167678833,5.777740807388909e-05,1.9777517081820406e-05,2.2460784748545848e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000064.jpg,0.9378814697265625,0.002995949238538742,8.5371000750456e-05,0.02325919084250927,0.0003334885404910892,0.0014126241439953446,0.0031218286603689194,0.00038145805592648685,0.000742737902328372,3.315100184408948e-05,0.0001768680231180042,4.9615926400292665e-05,0.0006012688972987235,0.0040145982056856155,0.10071174055337906,0.002059347229078412,0.00010700953134801239,0.00012990676623303443,0.0027828295715153217,0.00012653875455725938
../data/VOCdevkit/VOC2012\JPEGImages\2008_000067.jpg,9.170843986794353e-05,0.00010665654554031789,0.00011290961265331134,0.00121820077765733,0.02431023120880127,8.173314563464373e-05,0.00018167671805713326,0.009484127163887024,0.8890029788017273,0.0002574913378339261,0.020741093903779984,0.0014048503944650292,8.491211337968707e-05,0.00034461243194527924,0.24894091486930847,0.0952727198600769,0.0001119049484259449,0.12638020515441895,0.00041220057755708694,0.1269708126783371
../data/VOCdevkit/VOC2012\JPEGImages\2008_000073.jpg,1.3684773875866085e-05,0.0023992403876036406,0.005945680662989616,0.00010720481077441946,0.0040205433033406734,0.000293591117952019,0.0033358607906848192,0.20994895696640015,0.023352932184934616,0.026284513995051384,0.0005881682736799121,0.0944526270031929,0.0023636063560843468,0.0006585837691091001,0.004258602857589722,0.0027681617066264153,0.05731714516878128,0.027921682223677635,0.0009343903511762619,0.0001628692843951285
../data/VOCdevkit/VOC2012\JPEGImages\2008_000075.jpg,0.00014309781545307487,0.0007920374628156424,0.0006563768838532269,0.000530572491697967,0.0001467450929339975,0.9997779726982117,0.009207751601934433,0.00019932942814193666,2.0878582290606573e-05,2.7005871743313037e-05,0.0004656771197915077,0.0010828153463080525,0.00020752425189130008,0.0006492166430689394,0.046850867569446564,0.00027666284586302936,0.0002521331189200282,9.678573405835778e-05,9.410954226041213e-05,5.95780584262684e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000076.jpg,5.06740907439962e-05,4.707500556833111e-05,0.00040235117194242775,0.0002608740178402513,0.0003278311050962657,7.732013909844682e-05,0.0011374257737770677,0.0024638506583869457,0.0010734766256064177,0.0008817342459224164,0.00033913570223376155,0.037857890129089355,0.9973989725112915,7.080180512275547e-05,0.0007760814623907208,0.0021579917520284653,0.00014000045484863222,0.00022758216073270887,8.985533349914476e-05,0.00023663164756726474
../data/VOCdevkit/VOC2012\JPEGImages\2008_000078.jpg,1.8921755327028222e-05,0.0002494372020009905,1.1075851034547668e-05,0.00012252424494363368,0.020673653110861778,2.8866092179669067e-05,0.00047802040353417397,0.000697920739185065,0.001015139976516366,0.000364686333341524,7.300866855075583e-05,0.999854326248169,8.605766925029457e-05,0.00019345559121575207,0.0009294792544096708,0.0016193712363019586,0.00019159198564011604,0.006089305505156517,4.134306436753832e-06,0.0001029013583320193
../data/VOCdevkit/VOC2012\JPEGImages\2008_000080.jpg,0.0001182728010462597,0.0004359204904176295,0.0004313914687372744,0.00010923023364739493,0.0046190838329494,0.0004827752127312124,0.001548660802654922,0.0009959152666851878,0.0008075848454609513,0.007713236380368471,0.00035241138539277017,0.9996447563171387,0.0010136580094695091,0.00021327803551685065,0.0032479313667863607,0.01714494824409485,0.00025047510280273855,0.008428003638982773,7.518385973526165e-05,0.000923934334423393
../data/VOCdevkit/VOC2012\JPEGImages\2008_000082.jpg,0.0004942679079249501,0.0004584634443745017,6.526306242449209e-05,0.03781379386782646,0.0016413952689617872,0.0002300671476405114,0.02043965831398964,0.00010245458543067798,0.004776058718562126,0.00011793752491939813,0.001408631564117968,0.00017452603788115084,0.015346430242061615,0.8993679285049438,0.9985987544059753,0.00032191097852773964,0.0014628410572186112,0.0002489135949872434,0.00023328060342464596,0.0004006103554274887
../data/VOCdevkit/VOC2012\JPEGImages\2008_000084.jpg,0.0007890783599577844,7.183150046330411e-06,0.2787131071090698,0.00013277833932079375,0.00016487763787154108,6.391855276888236e-05,0.00034808836062438786,0.01839817687869072,3.309861540401471e-06,0.0025941887870430946,1.3616818250739016e-05,0.00024300128279719502,3.1568284612149e-05,4.807911682291888e-05,1.8516380805522203e-05,0.0005554616800509393,0.5526183247566223,0.0002159156574634835,9.059309377335012e-05,1.1281824299658183e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000090.jpg,5.62344041554752e-07,0.026906149461865425,0.0003108803939539939,0.01326931081712246,0.9059110879898071,0.00023733051784802228,0.022545840591192245,0.0004087417619302869,0.250811368227005,0.00012201962090330198,0.021212786436080933,0.0016109402058646083,0.000636831799056381,0.06754805892705917,1.0,0.010195422917604446,0.04647853597998619,0.0018149318639189005,9.492186654824764e-05,0.003841348458081484
../data/VOCdevkit/VOC2012\JPEGImages\2008_000107.jpg,7.7288736065384e-05,0.00019234463979955763,0.0003500344173517078,0.0006853831582702696,0.003043313277885318,0.00010510333231650293,0.0014324152143672109,0.0008943778229877353,0.9602139592170715,4.8008882004069164e-05,0.24052473902702332,0.0058648549020290375,1.2643608897633385e-05,0.0002940580598078668,0.002069552894681692,0.012173202820122242,1.84333257493563e-05,0.31271877884864807,2.6377631002105772e-05,0.9440956711769104
../data/VOCdevkit/VOC2012\JPEGImages\2008_000115.jpg,4.119665391044691e-06,0.00011409365106374025,0.001522587612271309,0.00033052085200324655,0.002053962554782629,2.025845242314972e-05,0.0005458842497318983,0.9996322393417358,0.0055963993072509766,1.2821616110159084e-05,0.0003342935524415225,0.01217610388994217,1.5134341992961708e-05,0.000321049737976864,0.008442835882306099,0.0014712295960634947,9.185828821500763e-05,0.01956048049032688,1.1927479135920294e-05,0.00029943729168735445
../data/VOCdevkit/VOC2012\JPEGImages\2008_000116.jpg,1.330036229774123e-05,0.00026089465245604515,0.008327166549861431,7.854065916035324e-05,0.08838275074958801,7.630424079252407e-06,0.00014457823999691755,0.9922836422920227,0.0006170012056827545,6.682495586574078e-05,0.0003124346549157053,0.0004937720368616283,4.469158739084378e-06,0.0003522913029883057,0.000813509279396385,0.004727032035589218,4.035357414977625e-05,0.08960220962762833,7.950246799737215e-05,0.0002129169733962044
../data/VOCdevkit/VOC2012\JPEGImages\2008_000119.jpg,0.00010774881229735911,0.0002531356003601104,0.0014507074374705553,0.00034100638004019856,0.0007170754834078252,0.000263358058873564,0.008289598859846592,8.80461375345476e-05,0.00042444272548891604,0.0002413213805994019,0.00020509137539193034,0.07532263547182083,0.9975506663322449,0.00024940440198406577,0.04077864810824394,0.0009345969301648438,2.4334469344466925e-05,0.0006020895089022815,0.0001629289472475648,0.0004726352053694427
../data/VOCdevkit/VOC2012\JPEGImages\2008_000120.jpg,0.0064030904322862625,0.0006956522702239454,0.0007938630878925323,0.47195035219192505,2.16528515011305e-05,0.02110922522842884,0.10859376937150955,0.00013420562027022243,0.00576137425377965,4.467187318368815e-05,0.0001895635505206883,0.0001103256072383374,0.0002495180815458298,0.0001575669157318771,0.017827242612838745,0.0063542635180056095,0.0001474750752095133,2.2170996089698747e-05,0.004743292462080717,0.0010839930037036538
../data/VOCdevkit/VOC2012\JPEGImages\2008_000123.jpg,0.008955865167081356,0.00018996016297023743,0.9996917247772217,8.36826438899152e-05,0.00021947069035377353,6.474879046436399e-05,4.7021709178807214e-05,7.408983492496191e-06,1.9900378902093507e-05,7.08144943928346e-05,0.0002682093472685665,1.8334167180000804e-05,1.7931064576259814e-05,3.3540673030074686e-05,1.888222323032096e-05,4.5383065298665315e-05,2.6990528567694128e-05,2.760528695944231e-05,2.3447581043001264e-05,1.908735248434823e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000133.jpg,1.5094229638634715e-05,0.9986996650695801,0.00021625187946483493,0.0002332955045858398,0.0008340521599166095,0.001208356348797679,0.11163756996393204,0.001129555283114314,0.00014544259465765208,4.72158171760384e-05,7.350681244133739e-06,8.377869380638003e-05,2.4812423362163827e-05,0.009236817248165607,0.010892825201153755,0.00693161366507411,0.0005611815140582621,9.766015864443034e-05,0.00028513872530311346,9.52712980506476e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000134.jpg,0.9671752452850342,5.1742234063567594e-05,0.5848151445388794,0.00010566477430984378,3.238586214138195e-05,0.0002473533677402884,2.507498902559746e-05,9.075063280761242e-05,6.03441594648757e-06,0.00045461265835911036,2.394288640061859e-05,0.0002492724743206054,1.1224356057937257e-05,3.278736039646901e-05,0.00015309294394683093,3.7581823562504724e-05,0.0011017175856977701,0.00010533983731875196,1.3579665392171592e-05,1.4829342035227455e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000138.jpg,9.364725701743737e-05,0.0029103124979883432,0.003294660709798336,0.01163575705140829,0.0008629127405583858,0.0007590637542307377,0.1692737489938736,0.0007638197857886553,0.0872448980808258,0.07499747723340988,0.0013203148264437914,0.002162020653486252,0.0029810993000864983,0.00035494775511324406,0.2322099804878235,0.0996556356549263,0.0018496228149160743,0.00026198866544291377,0.001900387229397893,0.0037649828009307384
../data/VOCdevkit/VOC2012\JPEGImages\2008_000140.jpg,0.0007503683445975184,1.775131022441201e-05,0.008057813160121441,0.999955415725708,1.0491382454347331e-05,0.009624975733458996,0.04498359560966492,0.00018088142678607255,0.00035158186801709235,3.484859007585328e-06,0.00022446193906944245,1.4592756997444667e-05,1.2208778571221046e-05,0.0003430554352235049,0.0016830724198371172,0.00013878571917302907,0.00032546406146138906,2.7297843189444393e-05,0.0001310841616941616,0.00015303237887565047
../data/VOCdevkit/VOC2012\JPEGImages\2008_000145.jpg,0.00018615084991324693,0.00024235874298028648,0.00043208454735577106,8.011802128748968e-05,0.013709424994885921,0.00019750000501517206,0.00017839933570940048,3.6267851101001725e-05,0.0011717838933691382,1.4947017916711047e-05,0.0005344204837456346,4.2707375541795045e-05,3.800914782914333e-05,0.0012342645786702633,0.00776029285043478,0.0009524666820652783,1.8809381799655966e-05,9.516612044535577e-05,0.0005266946391202509,0.9998956918716431
../data/VOCdevkit/VOC2012\JPEGImages\2008_000149.jpg,7.431453559547663e-05,0.0013671909691765904,0.00011250047100475058,0.00045504275476559997,0.0009383216383866966,0.00019134262402076274,0.0002958953264169395,0.0012121547479182482,0.8831109404563904,6.050143565516919e-05,0.002526515396311879,0.0068056522868573666,1.887471808004193e-05,4.054014425491914e-05,0.011326760053634644,0.2600637972354889,8.854651969159022e-05,0.9920271039009094,0.00011043317499570549,0.06479950994253159
../data/VOCdevkit/VOC2012\JPEGImages\2008_000163.jpg,0.00010270383063470945,0.0032666076440364122,0.00033695457386784256,0.0002740206546150148,0.0001075946056516841,0.00172632175963372,0.9948238134384155,0.01963224448263645,2.806714655889664e-05,5.88499715377111e-05,0.00017623523308429867,0.0015835962258279324,1.2110952411603648e-05,0.00017825124086812139,0.025590253993868828,0.010799996554851532,0.0003933564876206219,0.0009946376085281372,2.3151791538111866e-05,8.182493183994666e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000174.jpg,0.8404592871665955,2.8415217457222752e-05,0.00033085347968153656,0.0010991179151460528,0.0003498672740533948,0.0004606441070791334,0.8476881980895996,0.00029072159668430686,1.2359065294731408e-05,2.3617889382876456e-05,0.00023351647541858256,0.00015973988047335297,0.00044992551556788385,0.006471407134085894,0.0046817404218018055,5.5973141570575535e-05,0.0022724485024809837,0.0001612318737898022,7.470112177543342e-05,0.005693830084055662
../data/VOCdevkit/VOC2012\JPEGImages\2008_000177.jpg,0.00036958535201847553,0.00020788151596207172,0.000922036066185683,0.0007703449809923768,2.9060514862067066e-05,0.00037646308192051947,0.00043058005394414067,0.00048430540482513607,4.1448245610808954e-05,0.012122414074838161,1.639376932871528e-05,0.004527730867266655,0.9453859329223633,0.000271294527919963,0.0008858458022587001,0.00016365823103114963,0.00023631758813280612,0.00012962242180947214,0.00011889869347214699,0.00043404236203059554
../data/VOCdevkit/VOC2012\JPEGImages\2008_000182.jpg,0.00017101784760598093,0.00029486013227142394,0.003358023939654231,0.003185104578733444,0.011699198745191097,0.0002776235924102366,0.005334213841706514,0.8047112822532654,0.019074996933341026,0.00012660090578719974,0.0018907684134319425,0.05794672295451164,0.004841394256800413,0.0005259228637441993,0.0031073992140591145,0.018095767125487328,0.00272769876755774,0.006605491973459721,0.0001587053557159379,0.021060122177004814
../data/VOCdevkit/VOC2012\JPEGImages\2008_000183.jpg,9.670470717537683e-06,0.00014494390052277595,0.00048606659402139485,4.13449015468359e-05,0.00036148197250440717,2.0966033844160847e-05,0.0007448238902725279,0.011481091380119324,0.0004403765487950295,0.0002529570774640888,0.00031126622343435884,0.9959527254104614,0.001116058323532343,0.0002457209047861397,0.0011006435379385948,0.00022579837241210043,2.4695147658349015e-05,0.0004921798245050013,1.610254548722878e-05,9.893521928461269e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000190.jpg,0.002580577740445733,0.002344710286706686,0.004415434785187244,0.06354495882987976,0.0005258439341560006,0.019487131386995316,0.1013907790184021,0.005365735851228237,0.0011104774894192815,0.0019375270931050181,0.0008594879764132202,0.0017417861381545663,0.002353681717067957,0.004261082503944635,0.022506404668092728,0.0013329560169950128,0.0018529403023421764,0.0004472454893402755,0.21091336011886597,5.2123868954367936e-05
../data/VOCdevkit/VOC2012\JPEGImages\2008_000194.jpg,0.00015520286979153752,0.999536395072937,4.1204104491043836e-05,4.689224806497805e-05,0.008919207379221916,0.04435266926884651,0.3928701877593994,2.2261367575993063e-06,0.014492841437458992,2.943751314887777e-05,0.00029748782981187105,0.00029011466540396214,8.062423876253888e-05,0.00011084780271630734,0.9044994115829468,0.0013268344337120652,0.0002875775389838964,0.0004827622906304896,0.00230495841242373,0.00024139246670529246
../data/VOCdevkit/VOC2012\JPEGImages\2008_000195.jpg,1.899367453006562e-05,0.0031071705743670464,0.006771850865334272,0.4503404200077057,0.003668447956442833,0.0003045407065656036,0.0016813906840980053,5.783794040326029e-05,0.00018019560957327485,0.0013541564112529159,0.00018617678142618388,0.002562941052019596,0.0020971219055354595,0.004513459280133247,0.999990701675415,0.000546884723007679,0.003724044654518366,0.0012224743841215968,6.403776933439076e-05,0.0002876831276807934
../data/VOCdevkit/VOC2012\JPEGImages\2008_000203.jpg,9.743365808390081e-05,0.00026770427939482033,0.0012383359717205167,0.004780487157404423,3.615086097852327e-05,0.00010603733244352043,0.006750684697180986,9.692334060673602e-06,0.001612931489944458,0.04093389958143234,0.00019293832883704454,0.0014840600779280066,0.005385019350796938,0.45868220925331116,0.6312856674194336,1.92604202311486e-05,0.0016822400502860546,2.8313537768553942e-05,0.00201843841932714,0.00021544945775531232
../data/VOCdevkit/VOC2012\JPEGImages\2008_000204.jpg,1.041418727254495e-05,0.028033999726176262,0.003647684818133712,0.005726569332182407,0.026781069114804268,0.002214426174759865,0.0790037289261818,0.0012499243021011353,0.0375245101749897,0.00028493517311289907,0.0003380736743565649,0.04206559434533119,0.0005674000713042915,0.0007843202329240739,0.9669878482818604,0.02274486795067787,0.005620031151920557,0.004792409483343363,0.017737004905939102,0.011881325393915176
../data/VOCdevkit/VOC2012\JPEGImages\2008_000213.jpg,6.1097066463844385e-06,0.005111556500196457,7.311959052458405e-05,1.2623693692148663e-05,0.018563957884907722,0.00015282165259122849,0.009616347961127758,0.0003014299727510661,0.07686487585306168,0.00020588995539583266,0.0008304552175104618,0.0005376737099140882,0.00047336879651993513,0.003369927639141679,0.9900326728820801,9.483157919021323e-05,0.0003744597197510302,0.0002409831649856642,0.00012875715037807822,0.0009337696246802807
../data/VOCdevkit/VOC2012\JPEGImages\2008_000215.jpg,0.00013426374061964452,7.176946382969618e-05,8.375567995244637e-05,8.566490578232333e-05,0.01576981134712696,0.00013944607053417712,0.0032450396101921797,0.0004289452626835555,0.008793714456260204,8.651201642351225e-05,0.0059454189613461494,0.0005694187129847705,6.096413198974915e-05,0.0003432145749684423,0.9996637105941772,0.005712631158530712,0.0009340040269307792,0.012324944138526917,0.00011928605090361089,0.02067519910633564
../data/VOCdevkit/VOC2012\JPEGImages\2008_000219.jpg,4.151763641857542e-05,0.00011651877866825089,1.7840204236563295e-05,3.688336437335238e-05,0.0005331201246008277,8.483700366923586e-05,0.0011797701008617878,7.749818178126588e-05,0.0026373032014817,0.04566531255841255,0.00011169429490109906,0.0002621430903673172,0.9992221593856812,2.0820067220483907e-05,0.0009352798224426806,0.000298746075714007,0.05594339221715927,2.716532071644906e-05,8.442412945441902e-05,6.22297557129059e-06
../data/VOCdevkit/VOC2012\JPEGImages\2008_000222.jpg,0.0007534683682024479,5.965258606011048e-05,0.0003408438933547586,6.391155329765752e-05,0.002234368585050106,3.097886292380281e-05,3.935913628083654e-05,0.8537007570266724,0.0016702087596058846,1.0979591934301425e-05,0.0005364042008295655,0.0006913042743690312,2.2069632905186154e-05,7.115803600754589e-05,0.49340322613716125,0.0006816412787884474,0.000431470456533134,0.007013734430074692,8.45142039906932e-06,0.0010182816768065095
../data/VOCdevkit/VOC2012\JPEGImages\2008_000223.jpg,0.008489116095006466,0.0018279177602380514,0.0002141875447705388,0.012148572131991386,0.002938539022579789,0.00033965130569413304,0.002520890673622489,0.00025298987748101354,0.003916960675269365,0.00010110120638273656,0.0025159157812595367,0.00019865793001372367,0.00021560193272307515,0.0009134941501542926,0.9356238842010498,0.002136104041710496,0.00010491497960174456,0.0005732376012019813,0.023987246677279472,0.0007798129227012396
../data/VOCdevkit/VOC2012\JPEGImages\2008_000233.jpg,0.0003301379329059273,0.00840368214994669,0.001049771555699408,0.008776341564953327,0.005169999320060015,0.00033067091135308146,0.008366192691028118,0.0005176293198019266,0.00038720309385098517,0.0005488495226018131,0.0003622777003329247,0.0007503536180593073,0.0023631735239177942,0.00022686288866680115,0.9985826015472412,0.004534228704869747,0.003997343592345715,0.0004889952251687646,0.0016852079425007105,0.0002847638388630003
../data/VOCdevkit/VOC2012\JPEGImages\2008_000234.jpg,3.414028924453305e-06,0.00019210271420888603,0.0010169674642384052,0.00016159957158379257,0.5669671893119812,4.573284604703076e-05,0.000278777617495507,0.0006206653779372573,0.021320104598999023,0.00016401568427681923,0.0656338557600975,0.0007403334602713585,4.2052866774611175e-05,9.32806869968772e-05,0.9996819496154785,0.007615136448293924,0.00019200824317522347,0.005170485004782677,3.783653664868325e-05,0.002438907977193594
../data/VOCdevkit/VOC2012\JPEGImages\2008_000239.jpg,8.894367783796042e-05,0.00037089132820256054,0.0025258257519453764,0.0014188603963702917,0.00016745590255595744,0.0002775936736725271,0.0018348927842453122,0.00014091600314714015,0.0002952742506749928,0.0005091506754979491,0.0006829368066973984,0.9911370277404785,0.00014390869182534516,0.0003792442730627954,0.001701387926004827,0.0006990369874984026,0.006339129060506821,0.0005805970286019146,7.281349826371297e-05,0.0009758705273270607
